挂牌代码,债券全称,上市日期,到期日期,票面利率,UK
127174,15迁安债,2015/7/6,2022/4/22,6.25,402225bc000007c6
127175,15武铁01,2015/6/5,2030/4/14,5.18,4022261c000007c7
127176,15武铁02,2015/6/5,2022/4/14,5.25,402225bc000007c8
127177,15梅金叶,2015/7/3,2022/4/22,6.02,402225bc000007c9
127178,15华南城,2015/5/21,2021/4/13,7,402225b0000007ca
127179,15兴泸债,2016/7/28,2025/4/23,6.41,402225e0000007cb
127180,15郴新债,2015/5/26,2022/4/24,6.15,402225bc000007cc
127181,15桂林债,2015/6/25,2022/4/22,5.6,402225bc000007cd
127182,15阿信诚,2015/8/21,2022/4/20,6.4,402225bc000007ce
127183,15淮城资,2015/5/29,2022/4/23,5.7,402225bc000007cf
127184,15漳经发,2015/7/22,2022/4/27,6.17,402225bc000007d0
127185,15绍城改,2015/7/9,2022/4/27,6.09,402225bc000007d1
127186,15遵道桥,2015/6/29,2023/4/27,6.1,402225c8000007d2
127187,15宜城债,2015/7/10,2022/4/27,6.01,402225bc000007d3
127188,15江高新,2015/7/27,2022/4/22,6.03,402225bc000007d4
127189,15渝悦投,2015/6/17,2022/4/29,6.09,402225bc000007d5
127190,15大足债,2015/7/6,2022/4/28,6.3,402225bc000007d6
127191,15济高新,2015/7/3,2022/4/30,6.09,402225bc000007d7
127192,15沪闵行,2015/7/6,2022/4/20,5.63,402225bc000007d8
127193,15马花山,2015/8/25,2022/4/20,6.07,402225bc000007d9
127194,15天诚02,2015/7/22,2022/4/30,6.45,402225bc000007da
127195,16闽投02,2016/3/11,2024/3/1,3.2,402225d3000007db
127196,15海海业,2015/7/17,2022/4/29,6.84,402225bc000007dc
127197,15瓯海债,2015/8/7,2022/4/23,6.45,402225bc000007dd
127198,15绍新城,2015/5/26,2022/4/30,6.13,402225bc000007de
127199,15龙口债,2015/7/8,2022/4/30,6.09,402225bc000007df
127200,15津环城,2015/8/5,2022/4/27,5.75,402225bc000007e0
127201,15丹开债,2015/5/29,2022/4/24,6.4,402225bc000007e1
127202,15呼伦债,2015/7/13,2022/4/30,6.31,402225bc000007e2
127203,15兴泰债,2015/11/19,2022/4/29,5.6,402225bc000007e3
127204,15七师微,2015/8/17,2019/4/30,6.42,40222598000007e4
127205,15巢城投,2015/6/10,2022/4/30,6.5,402225bc000007e5
127206,15沈经区,2015/8/28,2022/4/29,7.17,402225bc000007e6
127207,15呼小微,2015/8/25,2019/4/30,6.7,40222598000007e7
127208,15国网01,2015/7/23,2022/4/9,4.9,402225bc000007e8
127209,15国网02,2015/7/23,2030/4/9,4.95,4022261c000007e9
127210,15双鸭微,2015/7/20,2019/4/30,7.4,40222598000007ea
127211,15黄山债,2015/9/21,2022/5/6,5.95,402225bd000007eb
127212,15黄城投,2015/8/26,2022/4/29,5.99,402225bc000007ec
127213,16枝江02,2016/7/15,2023/3/28,4.38,402225c7000007ed
127214,15建发债,2015/7/27,2022/5/27,4.28,402225bd000007ee
127215,16兴荣控,2016/6/7,2023/3/31,4.86,402225c7000007ef
127216,15蜀城投,2015/7/29,2022/5/26,6.58,402225bd000007f0
127218,10装备02,2015/6/12,2017/4/30,5.1,40222580000007f1
127219,15九城投,2015/7/3,2022/5/22,5.5,402225bd000007f2
127220,15邯建投,2015/8/4,2022/5/27,5.48,402225bd000007f3
127221,15赣城债,2015/7/31,2022/6/16,5.5,402225be000007f4
127222,15建湖债,2015/8/14,2022/6/1,6.3,402225be000007f5
127223,15大洼债,2015/7/21,2022/6/12,6.29,402225be000007f6
127224,15西微01,2015/8/26,2019/6/11,5.85,4022259a000007f7
127225,15鹰高新,2015/9/2,2022/7/31,6.75,402225bf000007f8
127226,15海基债,2015/11/6,2022/6/17,7.5,402225be000007f9
127227,15锡山债,2015/9/24,2022/7/20,5.78,402225bf000007fa
127228,15邗城建,2015/8/25,2022/6/15,5.88,402225be000007fb
127229,15潍高新,2015/7/20,2022/6/18,6.05,402225be000007fc
127230,15牡新区,2015/11/24,2022/6/30,6.48,402225be000007fd
127231,15冀广01,2015/7/29,2023/6/12,5.3,402225ca000007fe
127232,15长轨02,2015/9/10,2025/7/14,5.4,402225e3000007ff
127233,16余金控,2016/7/18,2020/3/22,4.48,402225a300000800
127234,15十师债,2015/9/17,2022/4/24,6.1,402225bc00000801
127235,15椒江债,2015/8/4,2022/7/6,6.18,402225bf00000802
127236,15吴江债,2015/9/1,2022/7/8,5.25,402225bf00000803
127237,15喀城投,2015/8/21,2022/7/20,5.8,402225bf00000804
127238,15陕东岭,2015/12/2,2022/7/14,8,402225bf00000805
127239,15东港债,2015/9/14,2022/8/3,6.25,402225c000000806
127240,15洪轨02,2015/9/21,2030/8/3,5.07,4022262000000807
127241,15郑经开,2015/10/9,2022/7/31,5.48,402225bf00000808
127242,15当涂债,2015/9/11,2022/8/10,5.38,402225c000000809
127243,15潍渤海,2015/9/25,2023/8/5,6.8,402225cc0000080a
127244,15中关村,2015/11/2,2022/8/12,4.2,402225c00000080b
127245,15荆高新,2016/1/28,2022/8/11,5.48,402225c00000080c
127246,15徐新盛,2015/11/30,2022/8/12,5.13,402225c00000080d
127247,15任城债,2015/12/4,2019/11/9,5.33,4022259f0000080e
127248,15京科城,2015/9/23,2022/8/13,4.2,402225c00000080f
127249,15丽水债,2015/12/2,2022/8/13,5.67,402225c000000810
127250,15闽漳龙,2015/9/30,2022/8/7,4.99,402225c000000811
127251,15丰县债,2015/9/17,2022/3/20,6.48,402225bb00000812
127252,15通途债,2015/9/10,2022/6/19,6,402225be00000813
127253,15粤电01,2015/10/28,2025/8/20,4.54,402225e400000814
127255,15平湖债,2015/11/4,2022/8/25,4.95,402225c000000815
127256,15温铁01,2015/10/15,2020/8/27,7,402225a800000816
127257,15博投债,2015/11/4,2022/8/26,5.77,402225c000000817
127258,15温铁02,2015/10/15,2030/8/27,5.04,4022262000000818
127259,15太科债,2015/9/28,2022/8/28,5.54,402225c000000819
127260,15开小微,2015/12/29,2019/9/9,5.95,4022259d0000081a
127261,15般阳债,2015/12/11,2022/9/9,5.5,402225c10000081b
127262,15连江债,2015/11/13,2022/4/30,6.29,402225bc0000081c
127263,15沭金源,2016/1/14,2022/9/11,5.49,402225c10000081d
127264,15彬煤债,2015/11/11,2022/7/30,8,402225bf0000081e
127265,15涪小微,2015/10/23,2019/9/9,4.8,4022259d0000081f
127266,15桓台债,2016/1/7,2019/9/21,5.88,4022259d00000820
127267,15邵武债,2015/12/8,2022/9/11,5.88,402225c100000821
127268,15汝州债,2015/10/14,2021/9/16,6.3,402225b500000822
127269,15武夷债,2015/11/4,2022/9/28,4.96,402225c100000823
127270,15港小微,2015/11/3,2019/9/22,5.58,4022259d00000824
127271,15乌高微,2016/3/17,2019/8/24,5.19,4022259c00000825
127272,15高邮债,2016/3/17,2022/9/15,5.48,402225c100000826
127273,15黑山债,2015/12/18,2022/9/18,6.79,402225c100000827
127274,15铜城投,2016/1/15,2022/9/18,5.23,402225c100000828
127275,15一师债,2015/11/19,2022/9/16,5.35,402225c100000829
127276,15昌小微,2015/11/19,2019/9/22,6.4,4022259d0000082a
127277,15内小微,2015/11/11,2021/10/15,5.4,402225b60000082b
127278,15津地铁,2015/12/21,2025/10/16,4.27,402225e60000082c
127279,15浏新城,2016/2/19,2022/10/23,4.43,402225c20000082d
127280,15魏桥债,2015/12/7,2022/10/26,5.26,402225c20000082e
127281,15邳经发,2015/11/25,2022/10/29,5,402225c20000082f
127282,15贵路桥,2015/12/7,2022/10/28,4.17,402225c200000830
127283,15大同建,2015/12/8,2022/10/22,4.49,402225c200000831
127285,15茂名港,2015/12/4,2022/11/4,5.24,402225c300000832
127286,15沛城投,2015/12/29,2022/11/10,5.2,402225c300000833
127287,15芜新马,2016/2/3,2022/11/4,4.87,402225c300000834
127288,15通高新,2015/12/2,2022/10/19,5,402225c200000835
127289,15河池债,2015/12/15,2022/11/13,5.58,402225c300000836
127290,15伊国资,2016/6/16,2022/9/24,5.37,402225c100000837
127291,15苍南债,2015/12/16,2022/11/11,5.58,402225c300000838
127292,15国网03,2015/12/8,2018/10/21,3.5,4022259200000839
127293,15国网04,2015/12/8,2020/10/21,3.79,402225aa0000083a
127294,15天心01,2015/12/9,2022/11/6,4.2,402225c30000083b
127295,15泰虹桥,2015/12/22,2022/10/29,5.03,402225c20000083c
127296,15云能源,2015/12/21,2025/11/17,4.8,402225e70000083d
127297,15兴小微,2015/12/22,2019/10/30,5.8,4022259e0000083e
127298,15任丘债,2015/12/16,2022/11/18,5.68,402225c30000083f
127299,15蓬莱债,2016/1/29,2022/11/25,5.51,402225c300000840
127300,15国泰债,2015/12/31,2022/9/9,5.8,402225c100000841
127301,15武清债,2015/12/30,2022/11/17,4.15,402225c300000842
127302,15桂城投,2015/12/22,2022/12/2,5.23,402225c400000843
127303,15秦汉债,2016/1/27,2022/11/27,5.15,402225c300000844
127304,15蒙金隆,2015/12/22,2022/11/19,7.3,402225c300000845
127306,15伊小微,2016/1/21,2019/11/23,5.59,4022259f00000846
127307,16神木债,2016/4/8,2020/3/16,4.48,402225a300000847
127308,15巴国资,2016/1/4,2022/12/2,5.13,402225c400000848
127309,15赣陶债,2015/12/31,2022/11/27,5.38,402225c300000849
127310,15海城改,2016/1/14,2022/11/27,5.08,402225c30000084a
127311,15麒麟债,2015/12/16,2022/11/26,5.37,402225c30000084b
127312,15海航债,2015/12/28,2022/11/27,5.99,402225c30000084c
127313,15东丽投,2016/1/8,2022/12/2,4.28,402225c40000084d
127314,15睢润企,2016/2/19,2022/11/20,5.42,402225c30000084e
127315,15机场债,2016/1/7,2022/12/3,6.88,402225c40000084f
127316,15洛城投,2015/12/29,2022/12/2,4.47,402225c400000850
127317,15平崆旅,2016/2/22,2022/11/30,6.85,402225c300000851
127318,15闽投专,2015/12/30,2025/12/11,3.7,402225e800000852
127319,15日照债,2015/12/29,2022/12/7,3.98,402225c400000853
127320,15萍小微,2016/3/15,2019/11/25,5.65,4022259f00000854
127321,15湘产债,2015/12/31,2022/12/8,4.95,402225c400000855
127322,15义城投,2015/12/30,2022/12/7,4.31,402225c400000856
127323,15海陵债,2015/12/30,2022/12/14,4.6,402225c400000857
127324,15达州02,2015/12/22,2022/11/27,5.1,402225c300000858
127326,15国网05,2015/12/23,2018/11/11,3.58,4022259300000859
127327,15国网06,2015/12/23,2020/11/11,3.75,402225ab0000085a
127328,15长轨03,2016/1/14,2025/12/21,4.1,402225e80000085b
127330,15赣和济,2016/4/1,2022/12/17,5.09,402225c40000085c
127331,15威海投,2016/1/11,2022/12/17,4.8,402225c40000085d
127333,15榕城02,2015/8/4,2022/7/8,4.89,402225bf0000085e
127334,15锡创投,2016/1/21,2022/12/21,4.33,402225c40000085f
127335,15昌乐债,2016/1/22,2022/12/16,5.18,402225c400000860
127336,15寿小微,2016/4/11,2019/12/7,5.2,402225a000000861
127337,15潜城投,2016/3/29,2022/12/21,5.19,402225c400000862
127338,15宜高投,2016/2/22,2022/12/15,4.8,402225c400000863
127339,15金昌债,2016/2/29,2022/12/21,6.79,402225c400000864
127340,15冀广02,2016/2/5,2023/12/14,4.28,402225d000000865
127341,15正棚改,2016/2/1,2025/12/24,5.28,402225e800000866
127342,15内双创,2016/4/1,2022/12/25,5.03,402225c400000867
127344,15仁寿债,2016/3/25,2022/12/22,6.42,402225c400000868
127345,15盐高新,2016/2/24,2022/12/14,3.9,402225c400000869
127346,15七小微,2016/1/12,2019/12/23,7.34,402225a00000086a
127347,15昆水务,2016/3/16,2022/12/25,4.35,402225c40000086b
127348,15响水债,2016/1/14,2022/12/24,4.98,402225c40000086c
127349,16邵东债,2016/3/9,2023/1/11,6.5,402225c50000086d
127350,15浙滨债,2016/1/22,2022/12/23,4.65,402225c40000086e
127351,15黔畅达,2016/1/11,2022/12/21,5.79,402225c40000086f
127352,16恒投01,2016/6/2,2026/5/10,4.1,402225ed00000870
127353,15渝缙云,2016/2/15,2022/12/31,4.5,402225c400000871
127354,15梅建投,2016/3/10,2022/12/30,5,402225c400000872
127355,15黔投01,2016/2/24,2022/12/17,5.29,402225c400000873
127356,16常城投,2016/1/26,2023/1/12,3.59,402225c500000874
127357,16永经投,2016/1/28,2023/1/14,3.55,402225c500000875
127358,16平阳债,2016/1/29,2023/1/8,4.97,402225c500000876
127359,16穗金控,2016/3/4,2026/2/2,3.48,402225ea00000877
127360,15兴义债,2016/3/7,2022/12/16,5.4,402225c400000878
127361,15老边01,2016/6/30,2022/12/16,5.63,402225c400000879
127362,16闽投01,2016/2/2,2024/1/15,3.2,402225d10000087a
127363,16新沂债,2016/3/25,2023/1/19,4.3,402225c50000087b
127364,15潼南债,2016/3/24,2022/12/31,4.99,402225c40000087c
127365,16渝两江,2016/2/5,2021/1/13,3.17,402225ad0000087d
127366,16红小微,2016/2/26,2020/1/14,6.05,402225a10000087e
127367,15沪城建,2016/2/29,2023/1/6,3.5,402225c50000087f
127368,16衡阳债,2016/4/19,2023/1/21,4.28,402225c500000880
127369,16来宾债,2016/4/18,2020/3/7,6,402225a300000881
127370,16奥德01,2016/5/31,2023/1/15,5.77,402225c500000882
127371,16普兰店,2016/3/4,2023/1/25,3.8,402225c500000883
127372,16大理债,2016/3/23,2023/1/25,6.01,402225c500000884
127373,16枝江01,2016/4/5,2023/1/11,4.78,402225c500000885
127374,16六盘水,2016/3/17,2023/1/20,3.74,402225c500000886
127375,16五家渠,2016/4/18,2023/3/16,3.6,402225c700000887
127376,15西微02,2016/3/21,2020/1/29,4.6,402225a100000888
127377,16黄冈债,2016/3/14,2023/1/18,4.08,402225c500000889
127378,16禹州债,2016/4/8,2023/1/19,4.68,402225c50000088a
127379,16泗阳债,2016/5/25,2023/1/21,4.94,402225c50000088b
127380,16阿勒泰,2016/3/10,2023/1/22,4.85,402225c50000088c
127381,16仪征债,2016/1/29,2023/1/8,4.63,402225c50000088d
127382,16赣投债,2016/7/11,2026/1/11,3.7,402225e90000088e
127383,16宁经开,2016/2/18,2023/1/27,3.87,402225c50000088f
127384,16开福01,2016/3/22,2023/1/21,4.2,402225c500000890
127385,16兴资债,2016/3/9,2023/1/18,5.97,402225c500000891
127386,16丹投债,2016/3/16,2023/1/25,3.99,402225c500000892
127387,16雨城投,2016/2/19,2023/1/28,3.8,402225c500000893
127388,16瓯海债,2016/5/3,2023/1/21,4.83,402225c500000894
127390,16芙蓉债,2016/3/25,2023/1/26,3.88,402225c500000895
127391,16瓦沿海,2016/3/22,2023/2/1,3.98,402225c600000896
127392,16平交投,2016/3/29,2023/1/29,3.92,402225c500000897
127393,16合川债,2016/4/11,2020/1/29,5.1,402225a100000898
127394,16诸经债,2016/2/23,2020/1/26,4.87,402225a100000899
127395,16吉城建,2016/3/30,2023/1/27,3.8,402225c50000089a
127396,16陕旅债,2016/4/13,2023/3/1,4.58,402225c70000089b
127397,15耒阳债,2016/5/18,2022/11/26,6.4,402225c30000089c
127398,16威海债,2016/3/24,2023/3/2,3.33,402225c70000089d
127399,16鲁信债,2016/4/7,2023/3/9,3.36,402225c70000089e
127400,16广晟01,2016/4/5,2031/3/11,3.7,402226270000089f
127401,16铜建专,2016/4/6,2023/3/14,4.12,402225c7000008a0
127402,16下城债,2016/4/15,2023/3/14,3.8,402225c7000008a1
127403,15老边02,2016/6/30,2023/3/11,4.98,402225c7000008a2
127404,16唐金债,2016/7/12,2023/3/16,4.35,402225c7000008a3
127405,16盐都债,2016/4/22,2023/3/17,3.67,402225c7000008a4
127406,16宏小微,2016/7/25,2020/3/16,5.5,402225a3000008a5
127407,16汇盛债,2016/5/19,2024/3/15,4.49,402225d3000008a6
127408,16张经开,2016/4/6,2023/3/22,3.95,402225c7000008a7
127409,16渝地产,2016/4/8,2023/3/21,3.36,402225c7000008a8
127410,16德兴债,2016/5/6,2023/3/21,5.99,402225c7000008a9
127411,16滁小微,2016/4/22,2020/3/23,5.44,402225a3000008aa
127412,16鸠江债,2016/4/14,2023/3/21,3.96,402225c7000008ab
127413,16皋投债,2016/6/22,2023/3/23,3.74,402225c7000008ac
127414,16邕高01,2016/4/19,2023/3/25,4.28,402225c7000008ad
127415,16三明交,2016/5/9,2023/3/29,3.68,402225c7000008ae
127416,16贾汪债,2016/7/19,2023/3/23,4,402225c7000008af
127417,16榕高新,2016/7/12,2023/3/25,4.36,402225c7000008b0
127418,16启交通,2016/5/4,2023/3/18,4,402225c7000008b1
127419,16启国投,2016/5/16,2023/3/9,4,402225c7000008b2
127420,16渝开债,2016/6/24,2023/4/13,3.95,402225c8000008b3
127421,16青小微,2016/7/13,2020/3/29,3.97,402225a3000008b4
127422,16牡小微,2016/7/22,2020/3/24,6.66,402225a3000008b5
127424,16惠开债,2016/5/30,2023/4/8,4.16,402225c8000008b6
127425,16穗港01,2016/5/19,2026/4/18,3.57,402225ec000008b7
127426,16渝江01,2016/5/17,2021/4/19,3.6,402225b0000008b8
127427,16渤海01,2016/5/19,2023/4/18,3.82,402225c8000008b9
127428,16渤海02,2016/5/19,2026/4/18,4.1,402225ec000008ba
127429,G16京汽1,2016/6/29,2023/4/22,3.45,402225c8000008bb
127430,16淮城资,2016/6/29,2023/5/3,4.63,402225c9000008bc
127431,16洛新债,2016/5/25,2023/4/26,4.28,402225c8000008bd
127434,16晋煤01,2016/5/23,2021/5/3,6.8,402225b1000008be
127436,16惠棚改,2016/7/12,2021/6/8,4.38,402225b2000008bf
127479,16瀚瑞01,2016/5/20,2023/4/15,4.63,402225c8000008c0
132001,14宝钢EB,2014/12/24,2017/12/10,1.5,40222588000008c1
132002,15天集EB,2015/7/2,2020/6/8,1,402225a6000008c2
132003,15清控EB,2015/11/20,2018/10/26,1,40222592000008c3
132004,15国盛EB,2015/11/25,2021/11/5,1,402225b7000008c4
132005,15国资EB,2015/12/23,2020/12/8,1.7,402225ac000008c5
