挂牌代码,债券全称,上市日期,到期日期,票面利率,UK
122882,10宁高新,2011/1/6,2017/12/24,6.4,402225880000031d
122883,PR楚雄债,2010/11/8,2017/10/18,6.08,402225860000031e
122884,10西子债,2010/10/27,2017/10/11,5.63,402225860000031f
122885,10冀交通,2010/11/26,2025/9/28,4.95,402225e500000320
122886,PR云投债,2010/10/12,2017/8/24,5.25,4022258400000321
122887,10渝交通,2010/11/10,2017/8/4,5.18,4022258400000322
122888,PR华靖债,2010/11/24,2017/9/28,5.68,4022258500000323
122889,10冶色债,2010/11/12,2018/10/15,4.98,4022259200000324
122890,10凯迪债,2010/10/29,2020/8/23,6.12,402225a800000325
122891,PR通辽债,2010/9/14,2017/9/1,5.98,4022258500000326
122892,10寿光债,2010/11/5,2020/9/1,6.18,402225a900000327
122893,PR丹东债,2010/10/14,2017/9/6,6.21,4022258500000328
122894,10洪市政,2010/9/27,2017/8/3,5,4022258400000329
122895,10德州债,2010/9/17,2017/8/9,5.71,402225840000032a
122896,10芜开债,2010/10/18,2017/8/25,4.95,402225840000032b
122897,10襄投债,2010/10/22,2018/5/19,5.7,4022258d0000032c
122898,10攀国投,2010/9/6,2020/7/29,5.41,402225a70000032d
122899,10杨浦01,2010/8/23,2017/7/28,4.95,402225830000032e
122900,10杨浦02,2010/8/23,2017/7/28,4.77,402225830000032f
122901,PR营城投,2010/9/17,2020/6/9,6.29,402225a600000330
122902,PR赤峰债,2010/7/21,2017/5/18,6.18,4022258100000331
122903,PR盐东方,2010/7/13,2017/6/8,5.75,4022258200000332
122904,10长城投,2010/7/5,2020/5/24,5.5,402225a500000333
122905,10南昌债,2010/6/23,2017/4/30,6.13,4022258000000334
122906,10芜投01,2010/9/1,2017/7/22,5.18,4022258300000335
122907,10芜投02,2010/9/1,2017/7/22,4.77,4022258300000336
122910,PR漯河债,2010/6/10,2017/3/30,6.81,4022257f00000337
122911,10鞍城投,2010/7/6,2020/5/6,5.66,402225a500000338
122912,10鄂国资,2010/12/1,2020/5/11,6.88,402225a500000339
122914,09榕建债,2010/5/26,2016/12/16,6.48,4022257c0000033a
122915,PR镇水投,2010/8/5,2017/5/6,5.86,402225810000033b
122916,10红谷滩,2010/5/13,2017/3/9,6.9,4022257f0000033c
122917,10太仓港,2010/5/17,2020/1/21,7.1,402225a10000033d
122919,10鲁商债,2010/4/2,2017/3/11,5.88,4022257f0000033e
122920,10黄山债,2010/3/30,2017/2/9,7.08,4022257e0000033f
122921,10郴州债,2010/3/26,2017/1/21,7.1,4022257d00000340
122922,10长高新,2010/3/26,2017/1/25,6.38,4022257d00000341
122923,10北汽投,2010/3/25,2017/1/29,5.18,4022257d00000342
122924,10巢湖债,2010/3/10,2017/1/28,7,4022257d00000343
122925,09沈国资,2010/3/10,2016/11/27,7.3,4022257b00000344
122927,09海航债,2010/2/3,2019/12/24,7.6,402225a000000345
122928,09铁岭债,2010/2/1,2019/12/22,7.15,402225a000000346
122929,09九江债,2010/1/20,2016/12/18,7.1,4022257c00000347
122930,PR盘锦债,2010/1/18,2016/12/16,7.7,4022257c00000348
122931,PR临海债,2009/12/29,2016/11/6,7.98,4022257b00000349
122932,09宜城债,2009/12/28,2016/11/25,7,4022257b0000034a
122934,09南山2,2009/12/28,2019/10/20,7.5,4022259e0000034b
122935,PR南通债,2009/12/28,2016/11/13,6.72,4022257b0000034c
122936,PR鹤城投,2009/12/29,2016/11/17,7.78,4022257b0000034d
122937,PR辽源债,2010/5/10,2017/1/26,7.8,4022257d0000034e
122938,09汾湖债,2009/12/9,2017/10/22,7,402225860000034f
122939,09吉安债,2009/12/10,2016/10/28,7.95,4022257a00000350
122940,09咸城投,2009/11/11,2019/9/30,7.6,4022259d00000351
122941,10镇城投,2011/4/1,2020/12/17,6.76,402225ac00000352
122942,09江阴债,2009/10/30,2016/9/15,6.9,4022257900000353
122944,09株城投,2009/10/19,2016/8/28,7,4022257800000354
122945,09虞水债,2009/10/9,2016/7/31,6.8,4022257700000355
122956,09常高新,2009/7/10,2019/6/4,6.2,4022259a00000356
122961,09武城投,2009/6/29,2019/5/25,5.72,4022259900000357
122965,09潍投债,2009/5/4,2019/4/15,6.88,4022259800000358
122969,09豫投债,2009/5/11,2019/4/15,5.85,4022259800000359
122975,09济城建,2009/5/22,2019/3/26,4.78,402225970000035a
122995,08合建投,2008/12/2,2018/8/28,5.6,402225900000035b
122999,08广纸债,2008/7/29,2018/3/13,6.45,4022258b0000035c
124000,PR奉投资,2012/12/18,2019/9/24,7.45,4022259d0000035d
124001,PR漯城投,2013/2/5,2019/10/30,6.99,4022259e0000035e
124002,蒙高暂停,2012/12/14,2019/11/12,5.9,4022259f0000035f
124003,12珠水务,2013/1/22,2018/8/27,5.3,4022259000000360
124004,PR盐城南,2013/1/30,2019/10/26,6.93,4022259e00000361
124005,PR昆创债,2013/5/10,2019/11/7,6.28,4022259f00000362
124006,PR绍城投,2013/4/2,2019/11/9,6.4,4022259f00000363
124007,12西电梯,2013/4/2,2018/11/9,5.75,4022259300000364
124008,国奥暂停,2012/12/3,2018/10/29,6.89,4022259200000365
124009,PR渝惠农,2012/12/21,2019/9/6,7.35,4022259d00000366
124010,PR鸡国资,2012/12/3,2019/11/8,7.18,4022259f00000367
124011,12锡科技,2013/3/11,2018/10/26,5.98,4022259200000368
124012,PR高密01,2013/8/2,2019/11/15,6.7,4022259f00000369
124013,PR高密02,2013/8/2,2018/11/15,6.75,402225930000036a
124014,PR筑住投,2012/12/4,2019/11/6,6.7,4022259f0000036b
124015,12筑工投,2013/1/24,2019/11/19,6.5,4022259f0000036c
124016,PR常德源,2013/1/9,2018/10/18,7.18,402225920000036d
124017,PR伊国资,2013/4/19,2018/11/19,6.7,402225930000036e
124018,PR昌经投,2012/12/26,2020/10/30,7.35,402225aa0000036f
124019,PR湘昭投,2013/3/22,2018/12/12,7,4022259400000370
124020,PR辽城经,2012/12/18,2019/11/13,7.1,4022259f00000371
124021,PR潍东兴,2013/1/17,2019/11/20,6.88,4022259f00000372
124022,PR韶金叶,2013/2/5,2019/10/18,7.3,4022259e00000373
124023,PR滁城投,2013/6/17,2019/11/23,6.81,4022259f00000374
124024,12青投资,2013/2/1,2022/10/8,7.08,402225c200000375
124025,PR池州债,2012/12/21,2019/10/17,7.17,4022259e00000376
124026,PR川广元,2013/1/31,2019/11/26,7.25,4022259f00000377
124027,PR瑞国投,2013/1/8,2019/11/26,6.93,4022259f00000378
124028,PR诸城投,2013/3/29,2019/11/29,6.8,4022259f00000379
124029,PR玉城投,2012/12/28,2019/11/26,6.88,4022259f0000037a
124030,PR宁城投,2013/3/22,2018/11/26,5.68,402225930000037b
124031,12豫铁投,2013/1/4,2022/11/19,6.38,402225c30000037c
124032,PR宜建投,2013/1/31,2019/11/8,6.85,4022259f0000037d
124033,PR苏城投,2013/1/21,2019/10/25,5.79,4022259e0000037e
124034,PR郑城投,2013/3/4,2019/12/3,6.37,402225a00000037f
124035,PR沭金源,2013/6/25,2019/12/3,6.5,402225a000000380
124036,PR张经开,2012/12/25,2019/11/16,6.98,4022259f00000381
124037,PR渝江北,2013/1/29,2019/10/16,7.2,4022259e00000382
124038,12远洲控,2013/2/6,2019/12/4,6.9,402225a000000383
124039,PR渝江津,2013/1/14,2019/9/21,7.46,4022259d00000384
124040,PR绍迪荡,2013/4/2,2018/12/5,6.75,4022259400000385
124041,PR宿水务,2013/6/25,2019/12/4,6.55,402225a000000386
124042,12鄂旅投,2012/12/26,2019/10/29,6.88,4022259e00000387
124043,12深立业,2013/1/4,2018/12/3,6.3,4022259400000388
124044,12联想债,2013/1/25,2022/11/30,5.7,402225c300000389
124045,PR嘉经开,2013/3/8,2019/12/3,7.05,402225a00000038a
124046,PR濮建投,2013/1/4,2019/10/29,6.98,4022259e0000038b
124047,PR黔宏升,2013/4/3,2019/11/22,6.99,4022259f0000038c
124048,PR平国资,2013/1/11,2019/11/13,6.85,4022259f0000038d
124049,PR营沿海,2013/10/25,2019/11/16,7.08,4022259f0000038e
124050,PR榆城投,2012/12/28,2018/12/4,6.81,402225940000038f
124051,PR庆高新,2013/3/20,2019/12/5,6.88,402225a000000390
124052,PR昆产投,2013/1/30,2019/10/23,6.46,4022259e00000391
124053,12营口港,2013/1/11,2020/11/13,5.6,402225ab00000392
124054,PR株云龙,2013/2/5,2019/11/19,6.78,4022259f00000393
124055,PR蓉高投,2013/1/24,2019/11/20,6.28,4022259f00000394
124056,PR启国投,2013/3/13,2022/11/20,7.3,402225c300000395
124057,PR汕城开,2013/1/11,2022/3/23,8.57,402225bb00000396
124058,PR萍乡债,2013/6/6,2019/12/10,6.89,402225a000000397
124059,PR临城发,2013/5/15,2019/12/12,6.68,402225a000000398
124060,PR驻投资,2012/12/26,2019/11/26,6.95,4022259f00000399
124061,PR沛国资,2013/3/6,2019/12/6,7.2,402225a00000039a
124062,PR冀顺德,2013/3/26,2019/12/5,6.98,402225a00000039b
124063,12国网03,2013/1/4,2019/11/20,4.8,4022259f0000039c
124064,12国网04,2013/1/4,2022/11/20,5,402225c30000039d
124065,PR津开01,2013/3/28,2019/12/3,6.2,402225a00000039e
124066,PR津开02,2013/3/28,2022/12/3,6.5,402225c40000039f
124070,PR新城投,2013/3/4,2019/12/13,7.08,402225a0000003a0
124071,PR鹰投融,2013/3/21,2022/12/12,7.5,402225c4000003a1
124072,12曲公路,2013/3/6,2019/10/26,7.23,4022259e000003a2
124073,PR吉华债,2013/1/29,2019/12/12,7.37,402225a0000003a3
124074,PR张公经,2012/12/26,2019/11/27,6.43,4022259f000003a4
124075,PR淮建投,2013/5/20,2018/12/17,6.68,40222594000003a5
124076,12金湖债,2013/1/14,2018/12/7,7.76,40222594000003a6
124077,12榕建工,2013/1/15,2019/12/10,6.8,402225a0000003a7
124078,12云城建,2013/1/29,2018/10/24,7.15,40222592000003a8
124079,PR保国资,2013/1/24,2019/12/10,7.3,402225a0000003a9
124080,PR苏海投,2013/1/24,2019/11/7,7.2,4022259f000003aa
124081,PR长先导,2013/1/18,2019/12/10,6.7,402225a0000003ab
124082,PR青国信,2013/2/5,2022/12/12,6.4,402225c4000003ac
124083,PR黄城投,2013/4/3,2019/10/19,7.1,4022259e000003ad
124084,12沪临港,2013/1/30,2019/12/10,6.09,402225a0000003ae
124085,PR沪金投,2013/3/22,2019/12/21,6.6,402225a0000003af
124086,PR诸建投,2013/2/22,2019/12/19,6.92,402225a0000003b0
124087,PR芜新马,2013/2/4,2019/11/14,7.18,4022259f000003b1
124088,PR东台债,2013/4/2,2019/12/26,7.1,402225a0000003b2
124089,PR赣开债,2013/4/12,2018/12/26,6.7,40222594000003b3
124090,PR遵国投,2013/4/18,2019/12/26,6.98,402225a0000003b4
124091,PR渝兴债,2013/1/24,2019/12/10,7.3,402225a0000003b5
124092,12鄂华研,2013/1/30,2018/12/17,7.88,40222594000003b6
124093,PR喀城投,2013/2/6,2019/11/27,7.18,4022259f000003b7
124094,甬交暂停,2013/3/14,2022/12/21,6.4,402225c4000003b8
124095,PR六开投,2013/2/5,2019/12/3,6.97,402225a0000003b9
124096,PR淮城资,2013/6/5,2019/12/26,6.87,402225a0000003ba
124097,PR宝投资,2013/1/30,2018/12/26,7.14,40222594000003bb
124098,PR达投资,2013/5/16,2019/12/25,6.99,402225a0000003bc
124099,PR德建投,2013/3/14,2019/12/26,6.99,402225a0000003bd
124100,PR石国投,2013/5/7,2019/9/13,7.4,4022259d000003be
124101,12赣高速,2013/3/6,2017/12/3,5.5,40222588000003bf
124102,12滇祥航,2013/2/27,2019/12/14,7.29,402225a0000003c0
124103,PR同创债,2013/2/5,2020/1/9,7.05,402225a1000003c1
124104,PR巢城投,2013/2/7,2019/12/24,7,402225a0000003c2
124105,12愉悦债,2013/2/1,2018/12/20,7.15,40222594000003c3
124106,PR邯郸债,2013/1/25,2019/12/24,7.05,402225a0000003c4
124107,PR洛城投,2013/3/4,2019/12/31,6.89,402225a0000003c5
124108,PR吴经开,2013/1/29,2019/12/27,6.88,402225a0000003c6
124110,PR宁新开,2013/1/24,2020/1/8,6.8,402225a1000003c7
124111,PR长城建,2013/2/6,2019/11/30,6.8,4022259f000003c8
124112,13豫盛润,2013/3/13,2019/1/10,7.39,40222595000003c9
124113,12渝出版,2013/2/26,2019/11/23,6.18,4022259f000003ca
124114,PR大丰债,2013/6/5,2019/12/13,7.08,402225a0000003cb
124116,PR渝北飞,2013/3/28,2019/12/25,7.13,402225a0000003cc
124117,PR宜城投,2013/4/3,2019/12/31,6.76,402225a0000003cd
124118,12香兴中,2013/3/11,2019/12/31,5.95,402225a0000003ce
124119,PR环太湖,2013/2/28,2019/11/28,6.7,4022259f000003cf
124120,PR泉台商,2013/4/8,2019/12/10,7.08,402225a0000003d0
124121,12盘江债,2013/3/21,2019/12/28,5.63,402225a0000003d1
124122,PR抚城投,2013/2/4,2020/1/16,6.78,402225a1000003d2
124123,PR南城投,2013/3/18,2020/2/20,6.19,402225a2000003d3
124124,PR双鸭山,2013/1/30,2019/12/25,6.55,402225a0000003d4
124125,PR温经开,2013/3/8,2020/1/15,6.49,402225a1000003d5
124126,PR柳城投,2013/2/6,2022/12/31,7.18,402225c4000003d6
124127,PR黄国资,2013/4/12,2018/12/17,6.85,40222594000003d7
124128,PR萧经开,2013/4/1,2018/12/26,6.7,40222594000003d8
124129,PR泉石建,2013/7/3,2019/4/16,8.4,40222598000003d9
124130,13陕东岭,2013/2/1,2023/1/15,6.98,402225c5000003da
124131,PR安国资,2013/4/12,2020/1/10,6.98,402225a1000003db
124132,PR巩义债,2013/6/6,2020/1/18,6.7,402225a1000003dc
124133,12宁宝源,2013/7/26,2019/11/19,7.2,4022259f000003dd
124134,PR泉城投,2013/6/19,2020/1/11,6.48,402225a1000003de
124135,13滇公投,2013/3/8,2019/1/11,6.05,40222595000003df
124136,PR太城投,2013/4/1,2020/1/11,6.75,402225a1000003e0
124137,13赣发投,2013/2/28,2020/1/18,6.6,402225a1000003e1
124138,PR长城投,2013/4/8,2019/4/24,6.95,40222598000003e2
124139,PR通港闸,2013/2/21,2020/1/9,7.15,402225a1000003e3
124140,PR沧建投,2013/3/12,2020/1/23,6.72,402225a1000003e4
124141,13浙吉利,2013/5/2,2020/1/24,5.9,402225a1000003e5
124142,PR渝三峡,2013/5/30,2019/1/23,6.4,40222595000003e6
124143,PR泰投资,2013/3/25,2020/1/25,6.76,402225a1000003e7
124144,PR蓉城投,2013/5/6,2020/1/14,6.18,402225a1000003e8
124145,PR蓉兴城,2013/3/12,2020/1/28,6.17,402225a1000003e9
124146,13海发控,2013/5/20,2020/1/24,5.5,402225a1000003ea
124147,PR甬东投,2013/4/12,2020/1/21,6.45,402225a1000003eb
124148,PR金灌债,2013/6/28,2019/1/28,6.4,40222595000003ec
124149,PR镇水投,2013/5/9,2020/1/30,6.6,402225a1000003ed
124150,PR南发展,2013/12/12,2020/1/28,6.69,402225a1000003ee
124151,PR长兴岛,2013/5/27,2020/1/25,6.6,402225a1000003ef
124152,13宁禄口,2013/5/6,2023/1/29,5.15,402225c5000003f0
124153,13国网01,2013/4/11,2020/1/23,4.75,402225a1000003f1
124154,13国网02,2013/4/11,2028/1/23,5.1,40222601000003f2
124155,PR渭城投,2013/4/23,2020/1/15,6.69,402225a1000003f3
124156,PR涪国资,2013/4/23,2020/1/21,6.39,402225a1000003f4
124158,PR锡东城,2013/4/1,2020/1/28,6.65,402225a1000003f5
124159,PR绍城改,2013/3/22,2020/1/24,6.5,402225a1000003f6
124160,PR蓬莱阁,2013/3/25,2021/1/30,6.8,402225ad000003f7
124161,13瑞水泥,2013/3/11,2021/2/4,7.1,402225ae000003f8
124162,PR济高新,2013/5/15,2020/1/28,6.6,402225a1000003f9
124163,13蓉文旅,2013/3/28,2020/2/19,6.5,402225a2000003fa
124164,PR建城投,2013/5/22,2020/2/22,6.5,402225a2000003fb
124165,PR洪市政,2013/3/20,2020/2/25,5.88,402225a2000003fc
124166,PR江滨投,2013/4/9,2020/2/28,6.6,402225a2000003fd
124167,PR滇投债,2013/3/15,2020/2/1,6.5,402225a2000003fe
124168,PR绍中城,2013/9/5,2019/2/26,6.3,40222596000003ff
124169,13华峰债,2013/5/2,2020/2/26,6.85,402225a200000400
124170,PR厦杏林,2013/4/9,2020/2/22,6.6,402225a200000401
124171,PR长投建,2013/5/6,2020/2/26,6.46,402225a200000402
124172,PR常城投,2013/5/31,2020/2/25,6.5,402225a200000403
124173,陕色暂停,2013/3/19,2019/2/26,4.88,4022259600000404
124174,PR吉城债,2013/6/3,2020/2/26,6.34,402225a200000405
124175,PR湘高新,2013/3/19,2020/1/15,6.9,402225a100000406
124176,PR武地铁,2013/7/16,2020/2/4,5.7,402225a200000407
124177,PR乌高新,2013/5/21,2020/3/5,6.18,402225a300000408
124178,PR集城投,2013/5/13,2020/3/19,6.88,402225a300000409
124179,13广越秀,2013/7/10,2020/2/28,5.2,402225a20000040a
124180,PR綦东开,2013/7/9,2020/1/29,6.75,402225a10000040b
124181,PR余开投,2013/4/22,2020/3/4,6.75,402225a30000040c
124182,13精控债,2013/5/17,2018/3/5,6.5,4022258b0000040d
124183,PR津广成,2013/3/29,2023/2/22,6.97,402225c60000040e
124184,13京投债,2013/5/2,2023/3/11,5.04,402225c70000040f
124185,PR海宁债,2013/5/21,2020/3/6,6.08,402225a300000410
124187,PR泰矿债,2013/7/8,2020/3/12,5.8,402225a300000411
124188,PR邹城资,2013/6/28,2019/3/12,6.18,4022259700000412
124189,13大旅游,2013/4/2,2020/3/7,6.5,402225a300000413
124190,PR奉南城,2013/4/11,2020/3/5,6.25,402225a300000414
124191,PR杭高新,2013/4/15,2020/1/28,6.45,402225a100000415
124192,PR邗城建,2013/6/27,2020/3/12,6.2,402225a300000416
124193,PR文城资,2013/4/2,2020/3/6,6.38,402225a300000417
124194,PR滨海01,2013/4/19,2018/3/13,5,4022258b00000418
124195,PR滨海02,2013/4/19,2020/3/13,5.19,402225a300000419
124196,PR烟城建,2013/5/15,2020/3/14,5.99,402225a30000041a
124198,10朝资02,2013/6/14,2017/2/1,4.53,4022257e0000041b
124199,PR泰交债,2013/6/27,2020/3/11,6.15,402225a30000041c
124200,PR自高新,2013/6/18,2020/3/13,6.3,402225a30000041d
124201,PR南高速,2013/5/31,2020/1/28,6.69,402225a10000041e
124202,PR平潭债,2013/4/23,2020/3/15,6.58,402225a30000041f
124203,PR浔富和,2013/5/30,2019/3/19,6.1,4022259700000420
124204,PR津城投,2013/5/21,2023/2/26,5.7,402225c600000421
124205,PR余创债,2013/5/20,2020/3/18,6.5,402225a300000422
124206,13祥源债,2013/4/19,2020/2/26,6.85,402225a200000423
124207,PR巴城投,2013/4/17,2020/3/15,6.4,402225a300000424
124208,13西投债,2013/7/3,2023/3/19,6.18,402225c700000425
124209,PR三门峡,2013/5/22,2020/1/29,6.68,402225a100000426
124210,PR皋投债,2013/5/20,2020/2/1,6.7,402225a200000427
124211,13甘投债,2013/5/27,2020/3/6,5.4,402225a300000428
124212,PR益高新,2013/4/25,2020/3/13,6.7,402225a300000429
124213,PR德清债,2013/4/23,2020/2/22,6.4,402225a20000042a
124214,PR河城投,2013/12/25,2020/3/19,6.55,402225a30000042b
124215,PR九国资,2013/4/17,2020/3/7,6.68,402225a30000042c
124216,新查暂停,2013/5/6,2019/12/13,7.2,402225a00000042d
124217,PR西高新,2013/5/20,2019/2/26,5.7,402225960000042e
124218,13三福船,2013/5/20,2019/3/27,6.9,402225970000042f
124219,PR荣经开,2013/5/20,2020/3/18,6.45,402225a300000430
124220,13晋能交,2013/5/14,2020/3/8,5.29,402225a300000431
124221,PR武地产,2013/7/2,2019/3/22,5.9,4022259700000432
124222,13京粮食,2013/5/10,2019/3/20,5.05,4022259700000433
124223,13微山矿,2013/6/25,2020/3/13,6.15,402225a300000434
124224,PR朝国资,2013/5/10,2020/3/27,5.25,402225a300000435
124225,PR阿城投,2013/5/13,2020/3/14,6.4,402225a300000436
124226,PR闽兴杭,2013/5/2,2019/3/26,6.2,4022259700000437
124227,PR宁国01,2013/6/3,2020/3/6,5.4,402225a300000438
124228,PR宁国02,2013/6/3,2023/3/6,5.6,402225c700000439
124229,PR晋公投,2013/4/24,2020/3/18,6.5,402225a30000043a
124230,PR蓉兴锦,2013/5/6,2019/11/27,7.3,4022259f0000043b
124231,PR临海投,2013/4/24,2020/3/21,6.3,402225a30000043c
124232,PR苏海发,2013/5/13,2023/3/29,5.35,402225c70000043d
124234,PR鹏铁01,2013/5/9,2023/3/25,5.4,402225c70000043e
124235,PR清河投,2013/4/19,2020/1/24,6.68,402225a10000043f
124236,PR马经开,2013/4/25,2019/12/20,7.1,402225a000000440
124238,PR通辽投,2013/5/21,2020/4/9,6.64,402225a400000441
124239,PR鄞城投,2013/7/23,2020/3/18,6.5,402225a300000442
124240,PR合工投,2013/5/16,2020/3/20,6.3,402225a300000443
124241,PR烟开发,2013/5/16,2020/4/10,5.7,402225a400000444
124242,PR营经开,2013/5/16,2020/4/8,6.17,402225a400000445
124243,PR常高新,2013/6/7,2020/3/21,6.18,402225a300000446
124244,PR番交投,2013/7/18,2019/4/12,6.3,4022259800000447
124245,PR杭运河,2013/8/7,2020/4/2,6,402225a400000448
124246,PR溧城发,2013/6/3,2020/3/8,6.2,402225a300000449
124247,13绍交投,2013/6/4,2020/3/4,6,402225a30000044a
124248,13京歌华,2013/5/9,2020/3/21,5.98,402225a30000044b
124249,PR大城投,2013/5/21,2020/2/21,6.58,402225a20000044c
124250,PR宿建投,2013/5/14,2020/4/17,6.4,402225a40000044d
124251,13鲁信投,2013/5/16,2020/4/17,5,402225a40000044e
124252,13邯交通,2013/12/10,2021/4/18,5.7,402225b00000044f
124253,PR新乡投,2013/5/8,2020/4/15,5.85,402225a400000450
124254,PR常熟发,2013/6/19,2020/4/19,5.8,402225a400000451
124255,PR浙新昌,2013/6/14,2020/4/24,6.6,402225a400000452
124256,13苏泊尔,2013/5/13,2020/4/11,6.5,402225a400000453
124257,13海浆纸,2013/5/30,2020/4/15,6.1,402225a400000454
124258,ST潞矿01,2013/5/16,2023/4/25,5.15,402225c800000455
124259,ST潞矿02,2013/5/16,2023/4/25,5.1,402225c800000456
124260,PR遂发展,2013/9/24,2020/4/25,6.62,402225a400000457
124261,PR鞍山投,2013/11/7,2020/4/25,6.39,402225a400000458
124262,PR楚雄投,2013/6/14,2020/3/29,6.6,402225a300000459
124263,PR临国资,2013/5/10,2020/4/11,6.58,402225a40000045a
124264,PR晋城投,2013/7/12,2020/4/26,6.35,402225a40000045b
124265,PR红河路,2013/5/30,2020/5/6,6.27,402225a50000045c
124266,PR哈水投,2013/7/10,2020/5/6,5.7,402225a50000045d
124267,PR金坛投,2013/7/5,2020/4/26,6.38,402225a40000045e
124268,PR渝南发,2013/6/25,2020/4/27,6.43,402225a40000045f
124269,PR渝大足,2013/6/25,2020/4/26,6.75,402225a400000460
124270,PR渝万盛,2013/6/25,2020/4/17,6.39,402225a400000461
124271,PR金外滩,2013/6/13,2020/4/24,6.35,402225a400000462
124272,PR绥芬河,2013/5/28,2020/4/28,6.6,402225a400000463
124273,13翔宇债,2013/5/27,2020/2/27,7.3,402225a200000464
124275,PR龙岗投,2013/5/21,2019/3/27,6.18,4022259700000465
124276,13津滨投,2013/5/20,2020/4/26,6.79,402225a400000466
124277,13大丰港,2013/6/25,2020/5/8,6.18,402225a500000467
124278,PR渝双桥,2013/5/24,2020/4/26,6.75,402225a400000468
124279,PR海拉尔,2013/7/4,2020/5/14,6.2,402225a500000469
124280,PR通经开,2013/6/3,2020/5/17,5.8,402225a50000046a
124281,PR石地产,2013/6/28,2020/5/15,5.65,402225a50000046b
124283,13武新港,2013/6/21,2020/4/18,5.89,402225a40000046c
124284,13琼洋浦,2013/7/23,2020/3/11,6.4,402225a30000046d
124285,ST同煤集,2013/5/29,2028/4/24,5.2,402226040000046e
124286,13海航债,2013/6/19,2020/4/15,6.6,402225a40000046f
124287,13金特债,2013/6/14,2020/5/23,6.1,402225a500000470
124288,13光谷联,2013/11/28,2019/10/23,7.35,4022259e00000471
124289,PR丽城投,2013/6/17,2020/5/23,6,402225a500000472
124290,PR长轨交,2013/7/5,2023/4/23,6.2,402225c800000473
124291,PR兖城投,2013/7/15,2021/5/28,5.9,402225b100000474
124292,PR溧城建,2013/7/10,2020/5/29,5.8,402225a500000475
124293,PR农六师,2013/7/31,2020/5/23,6.1,402225a500000476
124294,PR苏华靖,2013/7/5,2020/5/16,6,402225a500000477
124295,13宁铁路,2013/7/1,2020/6/4,5.3,402225a600000478
124296,13盛江泉,2013/6/19,2020/5/31,6.7,402225a500000479
124297,PR桐乡投,2013/6/24,2020/5/16,6.1,402225a50000047a
124298,PR临汾投,2013/6/14,2020/5/23,6.2,402225a50000047b
124299,PR西经开,2013/7/16,2020/6/4,5.9,402225a60000047c
124300,13云投控,2013/7/3,2018/5/24,5.37,4022258d0000047d
124301,PR日照债,2013/6/26,2020/6/6,5.8,402225a60000047e
124302,12桂交投,2013/7/3,2022/12/11,6.2,402225c40000047f
124303,PR咸荣盛,2013/6/26,2020/6/5,5.8,402225a600000480
124304,PR合川投,2013/7/10,2020/6/17,6.19,402225a600000481
124305,PR瓦国资,2013/7/26,2020/6/20,6.2,402225a600000482
124306,13鄂三宁,2013/7/17,2019/6/18,5.34,4022259a00000483
124307,PR安经开,2013/7/22,2020/6/18,6,402225a600000484
124308,PR眉宏大,2013/7/9,2020/6/19,6.56,402225a600000485
124309,13弘燃气,2013/7/10,2020/6/20,6.49,402225a600000486
124310,PR洪水利,2013/7/25,2020/6/21,6.28,402225a600000487
124311,PR弘湘资,2013/7/16,2020/6/19,6.2,402225a600000488
124312,PR景国资,2013/8/1,2020/6/25,6.59,402225a600000489
124313,PR苏家屯,2013/7/10,2020/6/20,6.4,402225a60000048a
124314,13筑铁路,2013/7/18,2020/6/18,6.2,402225a60000048b
124315,13瓯交投,2013/7/18,2020/4/22,6.05,402225a40000048c
124316,PR新郑投,2013/7/22,2019/6/28,6.52,4022259a0000048d
124317,PR华发债,2013/7/19,2019/6/5,5.5,4022259a0000048e
124318,PR滨城投,2013/8/29,2020/7/12,6.15,402225a70000048f
124319,PR昌国资,2013/7/23,2019/6/3,6,4022259a00000490
124321,PR岳城投,2013/8/12,2020/7/12,6.05,402225a700000491
124322,PR南城发,2013/8/13,2019/7/17,6.5,4022259b00000492
124323,PR新天治,2013/7/31,2020/7/17,6.3,402225a700000493
124324,PR白银城,2013/8/13,2020/7/19,6.78,402225a700000494
124325,PR京生物,2013/8/12,2020/7/23,6.35,402225a700000495
124326,PR郑建投,2013/8/7,2020/7/17,5.98,402225a700000496
124327,13中电投,2013/8/13,2023/7/22,5.2,402225cb00000497
124328,PR渝鸿业,2014/1/6,2020/6/3,6.3,402225a600000498
124329,PR惠国投,2013/12/23,2019/10/15,7.5,4022259e00000499
124330,13龙工贸,2013/11/6,2021/3/11,6.08,402225af0000049a
124332,13湘振湘,2013/8/21,2020/8/7,6.6,402225a80000049b
124333,13铜城建,2013/9/6,2020/8/8,6.6,402225a80000049c
124334,13博国资,2013/9/4,2020/8/9,7.18,402225a80000049d
124335,13海国资,2013/8/23,2020/8/7,5.5,402225a80000049e
124336,13渝地产,2013/9/13,2020/8/22,6.3,402225a80000049f
124337,13铜建投,2013/11/4,2020/8/26,6.98,402225a8000004a0
124338,13闽经开,2013/9/3,2020/8/6,6.7,402225a8000004a1
124339,PR渝城投,2013/9/3,2020/5/21,5.12,402225a5000004a2
124340,13张保债,2013/9/26,2020/8/23,7.1,402225a8000004a3
124341,13吐番资,2013/9/10,2019/8/9,7.2,4022259c000004a4
124342,13黔南资,2013/10/15,2020/9/4,6.9,402225a9000004a5
124343,13阳江债,2013/10/23,2020/9/9,6.85,402225a9000004a6
