股份代号,股份名称,买卖单位,UK
2341,中怡国际,"“2,000”",40a110000000059b
2342,京信通信,"“2,000”",40a110000000059c
2343,太平洋航运,"“1,000”",40a110000000059d
2345,上海集优,"“2,000”",40a110000000059e
2348,东瑞制药,"“4,000”",40a110000000059f
2349,中国城市基础设施,"“4,000”",40a11000000005a0
2355,宝业集团,"“2,000”",40a11000000005a1
2356,大新银行集团,400,40a11000000005a2
2357,中航科工,"“1,000”",40a11000000005a3
2358,久融控股,"“10,000”",40a11000000005a4
2362,金川国际,"“1,000”",40a11000000005a5
2366,星美文化,"“5,000”",40a11000000005a6
2368,鹰美,"“2,000”",40a11000000005a7
2369,酷派集团,"“4,000”",40a11000000005a8
2371,中国创联教育,"“4,000”",40a11000000005a9
2378,保诚,500,40a11000000005aa
2379,中天国际,"“5,000”",40a11000000005ab
2380,中国电力,"“1,000”",40a11000000005ac
2382,舜宇光学科技,"“1,000”",40a11000000005ad
2383,TOM集团,"“2,000”",40a11000000005ae
2386,中石化炼化工程,500,40a11000000005af
2388,中银香港,500,40a11000000005b0
2389,北控医疗健康,"“6,000”",40a11000000005b1
2393,巨星国际控股,"“2,500”",40a11000000005b2
2398,友佳国际,"“2,000”",40a11000000005b3
2399,虎都,"“1,000”",40a11000000005b4
2468,创益太阳能,"“1,000”",40a11000000005b5
2488,元征科技,500,40a11000000005b6
2588,中银航空租赁,100,40a11000000005b7
2600,中国铝业,"“2,000”",40a11000000005b8
2601,中国太保,200,40a11000000005b9
2607,上海医药,100,40a11000000005ba
2608,阳光１００中国,"“1,000”",40a11000000005bb
2618,ＴＣＬ 通讯,"“1,000”",40a11000000005bc
2623,中国中盛资源,"“2,000”",40a11000000005bd
2628,中国人寿,"“1,000”",40a11000000005be
2638,港灯－ＳＳ,500,40a11000000005bf
2662,奕达,"“2,000”",40a11000000005c0
2666,环球医疗,500,40a11000000005c1
2668,百德国际,"“10,000”",40a11000000005c2
2669,中海物业,"“5,000”",40a11000000005c3
2678,天虹纺织,500,40a11000000005c4
2686,亚美能源,"“1,000”",40a11000000005c5
2688,新奥能源,"“2,000”",40a11000000005c6
2689,玖龙纸业,"“1,000”",40a11000000005c7
2698,魏桥纺织,500,40a11000000005c8
2699,新明中国,"“2,000”",40a11000000005c9
2700,格林国际控股,"“20,000”",40a11000000005ca
2722,重庆机电,"“2,000”",40a11000000005cb
2727,上海电气,"“2,000”",40a11000000005cc
2728,裕华能源,"“4,000”",40a11000000005cd
2738,华津国际控股,"“2,000”",40a11000000005ce
2768,佳源国际控股,"“2,000”",40a11000000005cf
2777,富力地产,400,40a11000000005d0
2788,精熙国际,"“2,000”",40a11000000005d1
2789,远大中国,"“2,000”",40a11000000005d2
2799,中国华融,"“1,000”",40a11000000005d3
2866,中海集运,"“1,000”",40a11000000005d4
2868,首创置业,"“2,000”",40a11000000005d5
2869,绿城服务,"“2,000”",40a11000000005d6
2877,神威药业,"“1,000”",40a11000000005d7
2878,SOLOMON SYSTECH,"“2,000”",40a11000000005d8
2880,大连港,"“2,000”",40a11000000005d9
2882,香港资源控股,"“4,000”",40a11000000005da
2883,中海油田服务,"“2,000”",40a11000000005db
2886,滨海投资,"“2,000”",40a11000000005dc
2888,渣打集团,50,40a11000000005dd
2889,镍资源国际,"“2,000”",40a11000000005de
2898,龙润茶,"“10,000”",40a11000000005df
2899,紫金矿业,"“2,000”",40a11000000005e0
2980,中播控股,"“4,000”",40a11000000005e1
2986,企展控股,200,40a11000000005e2
2988,恒发洋参,"“2,500”",40a11000000005e3
2989,中国置业投资股权,"“3,000”",40a11000000005e4
2991,南华金融股权,"“50,000”",40a11000000005e5
3300,中国玻璃,"“2,000”",40a11000000005e6
3301,融信中国,500,40a11000000005e7
3303,巨涛海洋石油服务,"“2,000”",40a11000000005e8
3308,金鹰商贸集团,"“1,000”",40a11000000005e9
3311,中国建筑国际,"“2,000”",40a11000000005ea
3313,雅高控股,"“1,000”",40a11000000005eb
3315,金邦达宝嘉,"“1,000”",40a11000000005ec
3318,中国香精香料,"“2,000”",40a11000000005ed
3322,永嘉集团,"“2,000”",40a11000000005ee
3323,中国建材,"“2,000”",40a11000000005ef
3326,保发集团,"“3,000”",40a11000000005f0
3328,交通银行,"“1,000”",40a11000000005f1
3330,灵宝黄金,"“2,000”",40a11000000005f2
3331,维达国际,"“1,000”",40a11000000005f3
3332,中生联合,"“2,000”",40a11000000005f4
3333,中国恒大,"“1,000”",40a11000000005f5
3335,ＤＢＡ电讯,"“4,000”",40a11000000005f6
3336,巨腾国际,"“2,000”",40a11000000005f7
3337,安东油田服务,"“2,000”",40a11000000005f8
3339,中国龙工,"“1,000”",40a11000000005f9
3344,互益集团,"“2,000”",40a11000000005fa
3355,先进半导体,"“2,000”",40a11000000005fb
3360,远东宏信,"“1,000”",40a11000000005fc
3363,正业国际,"“2,000”",40a11000000005fd
3366,华侨城(亚洲),"“2,000”",40a11000000005fe
3368,百盛集团,500,40a11000000005ff
3369,秦港股份,500,40a1100000000600
3377,远洋集团,500,40a1100000000601
3378,厦门港务,"“2,000”",40a1100000000602
3380,龙光地产,"“2,000”",40a1100000000603
3382,天津港发展,"“2,000”",40a1100000000604
3383,雅居乐集团,"“2,000”",40a1100000000605
3389,亨得利,"“4,000”",40a1100000000606
3393,威胜集团,"“2,000”",40a1100000000607
3396,联想控股,100,40a1100000000608
3398,华鼎控股,"“2,000”",40a1100000000609
3399,粤运交通,"“1,000”",40a110000000060a
3600,现代牙科,"“1,000”",40a110000000060b
3606,福耀玻璃,400,40a110000000060c
3608,永盛新材料,"“2,500”",40a110000000060d
3618,重庆农村商业银行,"“1,000”",40a110000000060e
3623,集成金融,"“2,000”",40a110000000060f
3626,HSSP INTL,"“2,000”",40a1100000000610
3628,仁恒实业控股,"“4,000”",40a1100000000611
3633,中裕燃气,"“2,000”",40a1100000000612
3636,保利文化,100,40a1100000000613
3638,晶芯科技控股,"“12,000”",40a1100000000614
3639,亿达中国,"“2,000”",40a1100000000615
3663,协众国际控股,"“4,000”",40a1100000000616
3666,小南国,"“2,000”",40a1100000000617
3668,中铝矿业国际,"“2,000”",40a1100000000618
3669,永达汽车,500,40a1100000000619
3678,弘业期货,"“1,000”",40a110000000061a
3683,荣丰联合控股,"“2,500”",40a110000000061b
3688,莱蒙国际,500,40a110000000061c
3698,徽商银行,"“1,000”",40a110000000061d
3699,万达商业,100,40a110000000061e
3708,日成控股,"“5,000”",40a110000000061f
3709,珂莱蒂尔,"“1,000”",40a1100000000620
3737,中智药业,"“1,000”",40a1100000000621
3773,年年卡,"“2,000”",40a1100000000622
3777,中国光纤,"“2,000”",40a1100000000623
3778,中国织材控股,"“4,000”",40a1100000000624
3788,中国罕王,"“1,000”",40a1100000000625
3799,达利食品,500,40a1100000000626
3800,保利协鑫能源,"“1,000”",40a1100000000627
3808,中国重汽,500,40a1100000000628
3813,宝胜国际,"“1,000”",40a1100000000629
3816,ＫＦＭ金德,"“4,000”",40a110000000062a
3818,中国动向,"“1,000”",40a110000000062b
3822,三和建筑集团,"“4,000”",40a110000000062c
3823,德普科技,"“2,000”",40a110000000062d
3828,明辉国际,"“1,000”",40a110000000062e
3833,新疆新鑫矿业,"“1,000”",40a110000000062f
3836,和谐汽车,500,40a1100000000630
3838,中国淀粉,"“5,000”",40a1100000000631
3839,正大企业国际,500,40a1100000000632
3866,青岛银行,500,40a1100000000633
3868,群星纸业,"“1,000”",40a1100000000634
3882,天彩控股,"“1,000”",40a1100000000635
3883,中国奥园,"“1,000”",40a1100000000636
3886,康健国际医疗,"“2,000”",40a1100000000637
3888,金山软件,"“1,000”",40a1100000000638
3889,大成糖业,"“2,000”",40a1100000000639
3898,中车时代电气,500,40a110000000063a
3899,中集安瑞科,"“2,000”",40a110000000063b
3900,绿城中国,500,40a110000000063c
3903,瀚华金控,"“2,000”",40a110000000063d
3908,中金公司,400,40a110000000063e
3918,金界控股,"“2,000”",40a110000000063f
3933,联邦制药,"“2,000”",40a1100000000640
3939,万国国际矿业,"“2,000”",40a1100000000641
3948,伊泰煤炭,100,40a1100000000642
3958,东方证券,400,40a1100000000643
3963,融众金融,"“1,000”",40a1100000000644
3966,中国宝丰国际,"“6,000”",40a1100000000645
3968,招商银行,500,40a1100000000646
3969,中国通号,"“1,000”",40a1100000000647
3983,中海石油化学,"“2,000”",40a1100000000648
3988,中国银行,"“1,000”",40a1100000000649
3989,首创环境,"“2,000”",40a110000000064a
3993,洛阳钼业,"“3,000”",40a110000000064b
3996,中国能源建设,"“2,000”",40a110000000064c
3998,波司登,"“2,000”",40a110000000064d
3999,大成食品,"“1,000”",40a110000000064e
4601,BOC 2014 PREF,"“20,000”",40a110000000064f
4603,ICBC USDPREF1,"“10,000”",40a1100000000650
4604,ICBC EURPREF1,"“10,000”",40a1100000000651
4605,BOCOM 15USDPREF,"“10,000”",40a1100000000652
4606,CB 15USDPREF,"“10,000”",40a1100000000653
6030,中信证券,500,40a1100000000654
6108,新锐医药,"“8,000”",40a1100000000655
6116,拉夏贝尔,200,40a1100000000656
6118,奥星生命科技,"“1,000”",40a1100000000657
6123,先达国际物流,"“2,000”",40a1100000000658
6128,泛亚国际,"“2,000”",40a1100000000659
6133,维太移动,"“1,000”",40a110000000065a
6136,康达环保,"“1,000”",40a110000000065b
6138,哈尔滨银行,"“1,000”",40a110000000065c
6139,金茂酒店-ＳＳ,500,40a110000000065d
6161,泰加保险,"“2,000”",40a110000000065e
6166,中国宏泰发展,"“1,000”",40a110000000065f
6168,中国优通,"“5,000”",40a1100000000660
6183,中国绿宝,"“1,000”",40a1100000000661
6188,迪信通,500,40a1100000000662
6196,郑州银行,"“1,000”",40a1100000000663
6198,青岛港,"“1,000”",40a1100000000664
6808,高鑫零售,500,40a1100000000665
6816,PROSPER CONS,"“2,000”",40a1100000000666
6818,中国光大银行,"“1,000”",40a1100000000667
6822,科劲国际,"“4,000”",40a1100000000668
6823,香港电讯-SS,"“1,000”",40a1100000000669
6826,昊海生物科技,100,40a110000000066a
6828,蓝天威力,"“8,000”",40a110000000066b
6830,华众车载,"“2,000”",40a110000000066c
6833,兴科蓉医药,"“4,000”",40a110000000066d
6836,天韵国际控股,"“2,000”",40a110000000066e
6837,海通证券,400,40a110000000066f
6838,盈利时,"“2,000”",40a1100000000670
6839,云南水务,"“1,000”",40a1100000000671
6863,辉山乳业,"“1,000”",40a1100000000672
6865,福莱特玻璃,"“1,000”",40a1100000000673
6866,佐力小贷,"“2,000”",40a1100000000674
6868,天福,"“1,000”",40a1100000000675
6869,长飞光纤光缆,500,40a1100000000676
6878,鼎丰集团控股,"“2,000”",40a1100000000677
6880,腾邦控股,"“2,000”",40a1100000000678
6881,中国银河,500,40a1100000000679
6882,东瀛游,"“2,000”",40a110000000067a
6886,HTS,200,40a110000000067b
6888,英达公路再生科技,"“1,000”",40a110000000067c
6889,DYNAM JAPAN,200,40a110000000067d
6893,衍生集团,"“2,000”",40a110000000067e
6896,金嗓子,500,40a110000000067f
6898,中国铝罐,"“2,000”",40a1100000000680
6899,联众,"“1,000”",40a1100000000681
80737,合和公路基建－Ｒ,500,40a1100000000682
84602,ICBC CNHPREF1-R,"“10,000”",40a1100000000683
8001,东方汇财证券,4000,40a1100000000684
8003,世大控股,2000,40a1100000000685
8005,裕兴科技,2000,40a1100000000686
8006,华泰瑞银,10000,40a1100000000687
8007,环球战略集团,10000,40a1100000000688
8008,新意网集团,1000,40a1100000000689
8009,华夏能源控股,20000,40a110000000068a
8011,百田石油,20000,40a110000000068b
8012,环宇物流（亚洲）,8000,40a110000000068c
8016,长虹佳华,2000,40a110000000068d
8017,百龄国际,10000,40a110000000068e
8018,汇财金融投资,10000,40a110000000068f
8019,皓文控股,20000,40a1100000000690
8020,川盟金融,10000,40a1100000000691
8021,汇隆控股,10000,40a1100000000692
8022,永耀集团控股,3000,40a1100000000693
8025,亚洲资产,2000,40a1100000000694
8026,长达科技,1000,40a1100000000695
8027,吉辉控股,5000,40a1100000000696
8028,天时软件,20000,40a1100000000697
8029,太阳国际,5000,40a1100000000698
8030,汇联金融服务,5000,40a1100000000699
8031,易通讯集团,2000,40a110000000069a
8032,非凡中国,8000,40a110000000069b
8033,爱达利网络,2000,40a110000000069c
8037,锐康药业,20000,40a110000000069d
8038,金力集团,2000,40a110000000069e
8041,荟萃国际(控股),20000,40a110000000069f
8045,南大苏富特,6000,40a11000000006a0
8046,恒芯中国,4000,40a11000000006a1
8047,宇恒供应链,4000,40a11000000006a2
8048,香港珠宝,2000,40a11000000006a3
8049,吉林长龙药业,4000,40a11000000006a4
8050,云博产业,2000,40a11000000006a5
8051,千里眼控股,10000,40a11000000006a6
8053,比优集团,20000,40a11000000006a7
8055,中国网络教育,8000,40a11000000006a8
8057,麦迪森酒业,4000,40a11000000006a9
8058,罗欣药业,2000,40a11000000006aa
8059,朝威控股,5000,40a11000000006ab
8060,国联通信,10000,40a11000000006ac
8061,光亚,20000,40a11000000006ad
8063,环球大通集团,50000,40a11000000006ae
8066,品创控股,5000,40a11000000006af
8067,东方大学城控股,1000,40a11000000006b0
8068,新宇环保,20000,40a11000000006b1
8070,侨洋国际控股,5000,40a11000000006b2
8071,中彩网通控股,5000,40a11000000006b3
8072,罗马集团,20000,40a11000000006b4
8075,寰亚传媒,4000,40a11000000006b5
8076,新利软件,5000,40a11000000006b6
8077,昆仑国际金融,5000,40a11000000006b7
8078,中国３Ｄ数码,20000,40a11000000006b8
8079,易还财务投资,5000,40a11000000006b9
8080,北亚策略,8000,40a11000000006ba
8081,互娱中国,10000,40a11000000006bb
8082,仁智国际集团,5000,40a11000000006bc
8083,中国创新支付,4000,40a11000000006bd
8085,香港生命科学,4000,40a11000000006be
8086,DX.COM控股,8000,40a11000000006bf
8087,中国三三传媒,20000,40a11000000006c0
8088,滙友资本,8000,40a11000000006c1
8089,华人策略控股,2000,40a11000000006c2
8090,中国融保金融集团,2000,40a11000000006c3
8092,ITE HOLDINGS,4000,40a11000000006c4
8093,爱特丽皮革,5000,40a11000000006c5
8095,北大青鸟环宇,1000,40a11000000006c6
8096,瑞丰石化,8000,40a11000000006c7
8097,鼎石资本,5000,40a11000000006c8
8098,昌利控股,10000,40a11000000006c9
8099,中国优材,4000,40a11000000006ca
8100,智易控股,6000,40a11000000006cb
8101,家梦控股,4000,40a11000000006cc
8102,利宝阁集团,10000,40a11000000006cd
8103,万泰企业股份,20000,40a11000000006ce
8105,滙能集团,2000,40a11000000006cf
8106,浙大兰德,5000,40a11000000006d0
8108,福泽集团,8000,40a11000000006d1
8109,科瑞控股,15000,40a11000000006d2
8111,中科光电,5000,40a11000000006d3
8112,FOCUS MEDIA,24000,40a11000000006d4
8113,扬宇科技,10000,40a11000000006d5
8115,上海青浦消防,4000,40a11000000006d6
8116,中国幸福投资,20000,40a11000000006d7
8117,中国基础能源,10000,40a11000000006d8
8119,即时科研,10000,40a11000000006d9
8120,中国神农投资,20000,40a11000000006da
8121,超凡网络,10000,40a11000000006db
8122,德莱建业,8000,40a11000000006dc
8123,首华财经网络,6000,40a11000000006dd
8125,中持基业,4000,40a11000000006de
8126,Ｇ?Ａ?控股,4000,40a11000000006df
8127,云裳衣,20000,40a11000000006e0
8128,中国地能,8000,40a11000000006e1
8129,中国生物资源,20000,40a11000000006e2
8130,智城控股,20000,40a11000000006e3
8131,辰罡科技,2000,40a11000000006e4
8132,中油港燃,20000,40a11000000006e5
8133,铸能控股,20000,40a11000000006e6
8135,正美丰业,5000,40a11000000006e7
8137,洪桥集团,2000,40a11000000006e8
8138,同仁堂国药,1000,40a11000000006e9
8139,长安仁恒,500,40a11000000006ea
8140,扬科集团,4000,40a11000000006eb
8141,应力控股,10000,40a11000000006ec
8143,华夏医疗,4000,40a11000000006ed
8145,电讯首科,2000,40a11000000006ee
8147,汇思太平洋,4000,40a11000000006ef
8148,奥栢中国,20000,40a11000000006f0
8150,无缝绿色,10000,40a11000000006f1
8153,科地农业,5000,40a11000000006f2
8155,南华资产控股,8000,40a11000000006f3
8156,众彩股份,5000,40a11000000006f4
8158,中国再生医学,5000,40a11000000006f5
8159,辉煌科技,5000,40a11000000006f6
8161,医汇集团,10000,40a11000000006f7
8162,港银控股,10000,40a11000000006f8
8163,万德金融,20000,40a11000000006f9
8165,华普智通,10000,40a11000000006fa
8166,中国农业生态,20000,40a11000000006fb
8167,中国新电信,4000,40a11000000006fc
8169,环康集团,10000,40a11000000006fd
8170,KSL HOLDINGS,4000,40a11000000006fe
8171,中国趋势,160000,40a11000000006ff
8172,拉近网娱,20000,40a1100000000700
8173,万亚企业控股,40000,40a1100000000701
8175,中国数码文化,10000,40a1100000000702
8176,航空互联,5000,40a1100000000703
8177,REF HOLDINGS,5000,40a1100000000704
8178,中国信息科技,24000,40a1100000000705
8179,新煮意控股,12000,40a1100000000706
8181,港深联合,8000,40a1100000000707
8182,中国糖果,10000,40a1100000000708
8186,同仁资源,20000,40a1100000000709
8187,永骏国际控股,5000,40a110000000070a
8189,泰达生物,5000,40a110000000070b
8190,康佰控股,10000,40a110000000070c
8191,鸿伟亚洲,6000,40a110000000070d
8192,环球能源资源,32000,40a110000000070e
8193,汉华专业服务,5000,40a110000000070f
8195,L&A INTL HOLD,8000,40a1100000000710
8196,建禹集团,4000,40a1100000000711
8197,东北虎药业,10000,40a1100000000712
8198,新濠环彩,4000,40a1100000000713
8200,修身堂,40000,40a1100000000714
8201,宝联控股,20000,40a1100000000715
8202,汇创控股,10000,40a1100000000716
8203,凯顺能源,10000,40a1100000000717
8205,交大慧谷,4000,40a1100000000718
8206,神通电信服务,1000,40a1100000000719
8207,中国信贷,4000,40a110000000071a
8211,浙江永隆实业,10000,40a110000000071b
8212,誉满国际控股,8000,40a110000000071c
8213,惟膳,10000,40a110000000071d
8215,FIRST CREDIT,20000,40a110000000071e
8216,百本医护,8000,40a110000000071f
8217,联旺集团,10000,40a1100000000720
8218,毅高国际控股,4000,40a1100000000721
8220,比高集团,20000,40a1100000000722
8222,壹照明,4000,40a1100000000723
8225,中国医疗集团,20000,40a1100000000724
8226,中昱科技,4000,40a1100000000725
8227,海天天线控股,4000,40a1100000000726
8228,国艺娱乐,20000,40a1100000000727
8229,FUTURE DATA,5000,40a1100000000728
8230,中国宇天,5000,40a1100000000729
8232,LASSIFIED GP,5000,40a110000000072a
8233,中国基建港口,4000,40a110000000072b
8235,赛迪顾问,10000,40a110000000072c
8236,宝德科技集团,1000,40a110000000072d
8237,华星控股,2000,40a110000000072e
8238,惠陶集团,8000,40a110000000072f
8239,首都金融控股,2000,40a1100000000730
8242,宏创高科,10000,40a1100000000731
8243,大贺传媒,5000,40a1100000000732
8245,安悦国际控股,5000,40a1100000000733
8246,北方新能源,8000,40a1100000000734
8247,中生北控生物科技,2000,40a1100000000735
8248,丰展控股,10000,40a1100000000736
8249,宁波万豪,5000,40a1100000000737
8250,丝路能源,20000,40a1100000000738
8251,优越集团控股,10000,40a1100000000739
8255,神州数字,6000,40a110000000073a
8256,金利通,4000,40a110000000073b
8258,西北实业,10000,40a110000000073c
8260,银合控股,10000,40a110000000073d
8261,海天能源,8000,40a110000000073e
8262,宏强控股,10000,40a110000000073f
8265,宏峰太平洋,4000,40a1100000000740
8266,金达集团国际,16000,40a1100000000741
8267,蓝港互动,500,40a1100000000742
8268,迪臣建设,8000,40a1100000000743
8269,富誉控股,30000,40a1100000000744
8270,中国煤层气,40000,40a1100000000745
8271,环球数码创意,2000,40a1100000000746
8272,华人饮食集团,20000,40a1100000000747
8273,浙江展望,2000,40a1100000000748
8277,骏东控股,2000,40a1100000000749
8279,亚博科技控股,4000,40a110000000074a
8280,中国数字视频,2000,40a110000000074b
8281,中国金典集团,8000,40a110000000074c
8282,智傲控股,4000,40a110000000074d
8286,长城微光,5000,40a110000000074e
8290,亚势备份,10000,40a110000000074f
8292,盛良物流,10000,40a1100000000750
8293,星亚控股,5000,40a1100000000751
8295,卓亚资本,20000,40a1100000000752
8296,中国生命集团,4000,40a1100000000753
8299,大唐潼金,12000,40a1100000000754
8301,明华科技,8000,40a1100000000755
8305,均安控股,10000,40a1100000000756
8306,中国有色金属,10000,40a1100000000757
8307,密迪斯肌,4000,40a1100000000758
8310,大丰港,10000,40a1100000000759
8311,圆美光电,10000,40a110000000075a
8312,中国瀚亚,10000,40a110000000075b
8315,冠辉集团控股,10000,40a110000000075c
8316,柏荣集团控股,10000,40a110000000075d
8317,财华社集团,2000,40a110000000075e
8318,正利控股,20000,40a110000000075f
8319,思博系统,10000,40a1100000000760
8325,中国支付通,10000,40a1100000000761
8326,同景新能源,1000,40a1100000000762
8327,泰邦集团,10000,40a1100000000763
8328,信义香港,4000,40a1100000000764
8329,海王英特龙,10000,40a1100000000765
8331,飞尚非金属,10000,40a1100000000766
8333,阿仕特朗金融,5000,40a1100000000767
8336,电讯数码控股,1000,40a1100000000768
8337,直通电讯,10000,40a1100000000769
8340,域高金融,10000,40a110000000076a
8345,火岩控股,2000,40a110000000076b
8346,创新电子控股,10000,40a110000000076c
8348,滨海泰达物流,2000,40a110000000076d
8351,俊文宝石,20000,40a110000000076e
8355,超智能控股,10000,40a110000000076f
8356,中国新华电视,10000,40a1100000000770
8359,HYPEBEAST,20000,40a1100000000771
8360,利骏集团香港,4000,40a1100000000772
8361,中国育儿网络,2000,40a1100000000773
8363,SDM GROUP,2000,40a1100000000774
8366,FRASER HLDGS,10000,40a1100000000775
8368,中国创意控股,1000,40a1100000000776
8369,立基工程控股,10000,40a1100000000777
8385,同仁资源,1000,40a1100000000778
8386,L&A INTL HOLD,40000,40a1100000000779
8387,新煮意控股,2400,40a110000000077a
8388,铸能控股,100000,40a110000000077b
8390,俊文宝石,1000,40a110000000077c
