期货名称,交易代码,合约编码,uk编码
广州汽车集团股份有限公司,GAC,GAC1705,410a158100000027
长城汽车股份有限公司,GWM,GWM1705,410a158100000028
中国航空科技工业股份有限公司,AVI,AVI1705,410a158100000029
CSOP富时中国A50 ETF,CSA,CSA1705,410a15810000002a
iShares 安硕富时 A50 中国指數ETF,A50,A501705,410a15810000002b
中海油田服务股份有限公司,CHO,CHO1705,410a15810000002c
紫金矿业集团股份有限公司,ZJM,ZJM1705,410a15810000002d
华夏沪深300指数ETF,AMC,AMC1705,410a15810000002e
恒大地产集团有限公司,EVG,EVG1705,410a15810000002f
金山软件有限公司,KSO,KSO1705,410a158100000030
中信证券股份有限公司,CTS,CTS1705,410a158100000031
海通证券股份有限公司,HAI,HAI1705,410a158100000032
中国辉山乳业控股有限公司,HUD,HUD1705,410a158100000033
华泰证券股份有限公司,HTS,HTS1705,410a158100000034
长江和记实业有限公司,CKH,CKH1705,410a158100000035
中电控股有限公司,CLP,CLP1705,410a158100000036
香港中华煤气有限公司,HKG,HKG1705,410a158100000037
九龙仓集团有限公司,WHL,WHL1705,410a158100000038
汇丰控股有限公司,HKB,HKB1705,410a158100000039
电能实业有限公司,HEH,HEH1705,410a15810000003a
恒生银行有限公司,HSB,HSB1705,410a15810000003b
恒基兆业地产有限公司,HLD,HLD1705,410a15810000003c
新鸿基地产发展有限公司,SHK,SHK1705,410a15810000003d
新世界发展有限公司,NWD,NWD1705,410a15810000003e
太古股份有限公司'A',SWA,SWA1705,410a15810000003f
东亚银行有限公司,BEA,BEA1705,410a158100000040
香港铁路有限公司,MTR,MTR1705,410a158100000041
中国中信股份有限公司,CIT,CIT1705,410a158100000042
国泰航空有限公司,CPA,CPA1705,410a158100000043
思捷环球控股有限公司,ESP,ESP1705,410a158100000044
中国石油化工股份有限公司,CPC,CPC1705,410a158100000045
香港交易及结算所有限公司,HEX,HEX1705,410a158100000046
利丰有限公司,LIF,LIF1705,410a158100000047
中国电信股份有限公司,CTC,CTC1705,410a158100000048
中国联合网络通信（香港）股份有限公司,CHU,CHU1705,410a158100000049
中国石油天然气股份有限公司,PEC,PEC1705,410a15810000004a
广州白云山医药集团股份有限公司,BAI,BAI1705,410a15810000004b
中国海洋石油有限公司,CNC,CNC1705,410a15810000004c
华能国际电力股份有限公司,HNP,HNP1705,410a15810000004d
中国建设银行股份有限公司,CCB,CCB1705,410a15810000004e
中国移动有限公司,CHT,CHT1705,410a15810000004f
中国工商银行股份有限公司,ICB,ICB1705,410a158100000050
中国交通建设股份有限公司,CCC,CCC1705,410a158100000051
富智康集团有限公司,FIH,FIH1705,410a158100000052
中国平安保险(集团)股份有限公司,PAI,PAI1705,410a158100000053
中国人民财产保险股份有限公司,PIC,PIC1705,410a158100000054
中银香港(控股)有限公司,BOC,BOC1705,410a158100000055
中国铝业股份有限公司,ALC,ALC1705,410a158100000056
中国人寿保险股份有限公司,CLI,CLI1705,410a158100000057
交通银行股份有限公司,BCM,BCM1705,410a158100000058
招商银行股份有限公司,CMB,CMB1705,410a158100000059
中国银行股份有限公司,BCL,BCL1705,410a15810000005a
美元兑人民币（香港期货）,CUS,CUS1705,410a15810000005b
欧元兑人民币（香港）期货,CEU,CEU1705,410a15810000005c
日圆对人民币（香港）期货,CJP,CJP1705,410a15810000005d
澳元兑人民币（香港）期货,CAU,CAU1705,410a15810000005e
人民币（香港）兑美元期货,UCN,UCN1705,410a15810000005f
一个月港元利率期货,HB1,HB11705,410a158100000060
三个月港元利率期货,HB3,HB31705,410a158100000061
恒生指数期货,HIS,HIS1706,410a158200000001
H股指数期货,HHI,HHI1706,410a158200000002
小型恒生指数期货,MHI,MHI1706,410a158200000003
恒生股息期货,DHS,DHS1706,410a158200000004
恒生国企股息期货,DHH,DHH1706,410a158200000005
恒指波幅指数期货,VHS,VHS1706,410a158200000006
中华交易服务中国120指数期货,CHH,CHH1706,410a158200000007
IBOVESPA期货,IBOVESPA,IBOVESPA1706,410a158200000008
MICEX指数期货,MICEX,MICEX1706,410a158200000009
S&PBSESENSEX指数期货,S&PBSESENSEX,S&PBSESENSEX1706,410a15820000000a
FTSE/JSETop40期货,FTSE/JSETop40,FTSE/JSETop401706,410a15820000000b
中华交易服务博彩业指数期货,GTI,GTI1706,410a15820000000c
恒生中国内地石油及天然气指数期货,MOI,MOI1706,410a15820000000d
恒生中国内地银行指数期货,MBI,MBI1706,410a15820000000e
恒生中国内地医疗保健指数期货,MCI,MCI1706,410a15820000000f
恒生中国内地地产指数期货,MPI,MPI1706,410a158200000010
恒生软件服务指数期货,SSI,SSI1706,410a158200000011
保利置业集团有限公司,POL,POL1706,410a158200000012
SOHO中国有限公司,SOH,SOH1706,410a158200000013
国美电器,GOM,GOM1706,410a158200000014
复星国际有限公司,FOS,FOS1706,410a158200000015
腾讯控股有限公司,TCH,TCH1706,410a158200000016
神州数码控股有限公司,DIG,DIG1706,410a158200000017
中信银行股份有限公司,CTB,CTB1706,410a158200000018
中国南方航空股份有限公司,SOA,SOA1706,410a158200000019
阿里巴巴影业集团有限公司,ALI,ALI1706,410a15820000001a
中国神华能源股份有限公司,CSE,CSE1706,410a15820000001b
兖州煤业股份有限公司,YZC,YZC1706,410a15820000001c
中国农业银行股份有限公司,ABC,ABC1706,410a15820000001d
新华人寿保险股份有限公司,NCL,NCL1706,410a15820000001e
中国信达资产管理股份有限公司,CDA,CDA1706,410a15820000001f
中国宏桥集团有限公司,CHQ,CHQ1706,410a158200000020
华南城控股有限公司,CTY,CTY1706,410a158200000021
中国中车股份有限公司,CRR,CRR1706,410a158200000022
中国广核电力股份有限公司,CGN,CGN1706,410a158200000023
中国中煤能源股份有限公司,CCE,CCE1706,410a158200000024
融创中国控股有限公司,SUN,SUN1706,410a158200000025
中国民生银行股份有限公司,MSB,MSB1706,410a158200000026
广州汽车集团股份有限公司,GAC,GAC1706,410a158200000027
长城汽车股份有限公司,GWM,GWM1706,410a158200000028
中国航空科技工业股份有限公司,AVI,AVI1706,410a158200000029
CSOP富时中国A50 ETF,CSA,CSA1706,410a15820000002a
iShares 安硕富时 A50 中国指數ETF,A50,A501706,410a15820000002b
中海油田服务股份有限公司,CHO,CHO1706,410a15820000002c
紫金矿业集团股份有限公司,ZJM,ZJM1706,410a15820000002d
华夏沪深300指数ETF,AMC,AMC1706,410a15820000002e
恒大地产集团有限公司,EVG,EVG1706,410a15820000002f
金山软件有限公司,KSO,KSO1706,410a158200000030
中信证券股份有限公司,CTS,CTS1706,410a158200000031
海通证券股份有限公司,HAI,HAI1706,410a158200000032
中国辉山乳业控股有限公司,HUD,HUD1706,410a158200000033
华泰证券股份有限公司,HTS,HTS1706,410a158200000034
长江和记实业有限公司,CKH,CKH1706,410a158200000035
中电控股有限公司,CLP,CLP1706,410a158200000036
香港中华煤气有限公司,HKG,HKG1706,410a158200000037
九龙仓集团有限公司,WHL,WHL1706,410a158200000038
汇丰控股有限公司,HKB,HKB1706,410a158200000039
电能实业有限公司,HEH,HEH1706,410a15820000003a
恒生银行有限公司,HSB,HSB1706,410a15820000003b
恒基兆业地产有限公司,HLD,HLD1706,410a15820000003c
新鸿基地产发展有限公司,SHK,SHK1706,410a15820000003d
新世界发展有限公司,NWD,NWD1706,410a15820000003e
太古股份有限公司'A',SWA,SWA1706,410a15820000003f
东亚银行有限公司,BEA,BEA1706,410a158200000040
香港铁路有限公司,MTR,MTR1706,410a158200000041
中国中信股份有限公司,CIT,CIT1706,410a158200000042
国泰航空有限公司,CPA,CPA1706,410a158200000043
思捷环球控股有限公司,ESP,ESP1706,410a158200000044
中国石油化工股份有限公司,CPC,CPC1706,410a158200000045
香港交易及结算所有限公司,HEX,HEX1706,410a158200000046
利丰有限公司,LIF,LIF1706,410a158200000047
中国电信股份有限公司,CTC,CTC1706,410a158200000048
中国联合网络通信（香港）股份有限公司,CHU,CHU1706,410a158200000049
中国石油天然气股份有限公司,PEC,PEC1706,410a15820000004a
广州白云山医药集团股份有限公司,BAI,BAI1706,410a15820000004b
中国海洋石油有限公司,CNC,CNC1706,410a15820000004c
华能国际电力股份有限公司,HNP,HNP1706,410a15820000004d
中国建设银行股份有限公司,CCB,CCB1706,410a15820000004e
中国移动有限公司,CHT,CHT1706,410a15820000004f
中国工商银行股份有限公司,ICB,ICB1706,410a158200000050
中国交通建设股份有限公司,CCC,CCC1706,410a158200000051
富智康集团有限公司,FIH,FIH1706,410a158200000052
中国平安保险(集团)股份有限公司,PAI,PAI1706,410a158200000053
中国人民财产保险股份有限公司,PIC,PIC1706,410a158200000054
中银香港(控股)有限公司,BOC,BOC1706,410a158200000055
中国铝业股份有限公司,ALC,ALC1706,410a158200000056
中国人寿保险股份有限公司,CLI,CLI1706,410a158200000057
交通银行股份有限公司,BCM,BCM1706,410a158200000058
招商银行股份有限公司,CMB,CMB1706,410a158200000059
中国银行股份有限公司,BCL,BCL1706,410a15820000005a
美元兑人民币（香港期货）,CUS,CUS1706,410a15820000005b
欧元兑人民币（香港）期货,CEU,CEU1706,410a15820000005c
日圆对人民币（香港）期货,CJP,CJP1706,410a15820000005d
澳元兑人民币（香港）期货,CAU,CAU1706,410a15820000005e
人民币（香港）兑美元期货,UCN,UCN1706,410a15820000005f
一个月港元利率期货,HB1,HB11706,410a158200000060
三个月港元利率期货,HB3,HB31706,410a158200000061
恒生指数期货,HIS,HIS1707,410a158300000001
H股指数期货,HHI,HHI1707,410a158300000002
小型恒生指数期货,MHI,MHI1707,410a158300000003
恒生股息期货,DHS,DHS1707,410a158300000004
恒生国企股息期货,DHH,DHH1707,410a158300000005
恒指波幅指数期货,VHS,VHS1707,410a158300000006
中华交易服务中国120指数期货,CHH,CHH1707,410a158300000007
IBOVESPA期货,IBOVESPA,IBOVESPA1707,410a158300000008
MICEX指数期货,MICEX,MICEX1707,410a158300000009
S&PBSESENSEX指数期货,S&PBSESENSEX,S&PBSESENSEX1707,410a15830000000a
FTSE/JSETop40期货,FTSE/JSETop40,FTSE/JSETop401707,410a15830000000b
中华交易服务博彩业指数期货,GTI,GTI1707,410a15830000000c
恒生中国内地石油及天然气指数期货,MOI,MOI1707,410a15830000000d
恒生中国内地银行指数期货,MBI,MBI1707,410a15830000000e
恒生中国内地医疗保健指数期货,MCI,MCI1707,410a15830000000f
恒生中国内地地产指数期货,MPI,MPI1707,410a158300000010
恒生软件服务指数期货,SSI,SSI1707,410a158300000011
保利置业集团有限公司,POL,POL1707,410a158300000012
SOHO中国有限公司,SOH,SOH1707,410a158300000013
国美电器,GOM,GOM1707,410a158300000014
复星国际有限公司,FOS,FOS1707,410a158300000015
腾讯控股有限公司,TCH,TCH1707,410a158300000016
神州数码控股有限公司,DIG,DIG1707,410a158300000017
中信银行股份有限公司,CTB,CTB1707,410a158300000018
中国南方航空股份有限公司,SOA,SOA1707,410a158300000019
阿里巴巴影业集团有限公司,ALI,ALI1707,410a15830000001a
中国神华能源股份有限公司,CSE,CSE1707,410a15830000001b
兖州煤业股份有限公司,YZC,YZC1707,410a15830000001c
中国农业银行股份有限公司,ABC,ABC1707,410a15830000001d
新华人寿保险股份有限公司,NCL,NCL1707,410a15830000001e
中国信达资产管理股份有限公司,CDA,CDA1707,410a15830000001f
中国宏桥集团有限公司,CHQ,CHQ1707,410a158300000020
华南城控股有限公司,CTY,CTY1707,410a158300000021
中国中车股份有限公司,CRR,CRR1707,410a158300000022
中国广核电力股份有限公司,CGN,CGN1707,410a158300000023
中国中煤能源股份有限公司,CCE,CCE1707,410a158300000024
融创中国控股有限公司,SUN,SUN1707,410a158300000025
中国民生银行股份有限公司,MSB,MSB1707,410a158300000026
广州汽车集团股份有限公司,GAC,GAC1707,410a158300000027
长城汽车股份有限公司,GWM,GWM1707,410a158300000028
中国航空科技工业股份有限公司,AVI,AVI1707,410a158300000029
CSOP富时中国A50 ETF,CSA,CSA1707,410a15830000002a
iShares 安硕富时 A50 中国指數ETF,A50,A501707,410a15830000002b
中海油田服务股份有限公司,CHO,CHO1707,410a15830000002c
紫金矿业集团股份有限公司,ZJM,ZJM1707,410a15830000002d
华夏沪深300指数ETF,AMC,AMC1707,410a15830000002e
恒大地产集团有限公司,EVG,EVG1707,410a15830000002f
金山软件有限公司,KSO,KSO1707,410a158300000030
中信证券股份有限公司,CTS,CTS1707,410a158300000031
海通证券股份有限公司,HAI,HAI1707,410a158300000032
中国辉山乳业控股有限公司,HUD,HUD1707,410a158300000033
华泰证券股份有限公司,HTS,HTS1707,410a158300000034
长江和记实业有限公司,CKH,CKH1707,410a158300000035
中电控股有限公司,CLP,CLP1707,410a158300000036
香港中华煤气有限公司,HKG,HKG1707,410a158300000037
九龙仓集团有限公司,WHL,WHL1707,410a158300000038
汇丰控股有限公司,HKB,HKB1707,410a158300000039
电能实业有限公司,HEH,HEH1707,410a15830000003a
恒生银行有限公司,HSB,HSB1707,410a15830000003b
恒基兆业地产有限公司,HLD,HLD1707,410a15830000003c
新鸿基地产发展有限公司,SHK,SHK1707,410a15830000003d
新世界发展有限公司,NWD,NWD1707,410a15830000003e
太古股份有限公司'A',SWA,SWA1707,410a15830000003f
东亚银行有限公司,BEA,BEA1707,410a158300000040
香港铁路有限公司,MTR,MTR1707,410a158300000041
中国中信股份有限公司,CIT,CIT1707,410a158300000042
国泰航空有限公司,CPA,CPA1707,410a158300000043
思捷环球控股有限公司,ESP,ESP1707,410a158300000044
中国石油化工股份有限公司,CPC,CPC1707,410a158300000045
香港交易及结算所有限公司,HEX,HEX1707,410a158300000046
利丰有限公司,LIF,LIF1707,410a158300000047
中国电信股份有限公司,CTC,CTC1707,410a158300000048
中国联合网络通信（香港）股份有限公司,CHU,CHU1707,410a158300000049
中国石油天然气股份有限公司,PEC,PEC1707,410a15830000004a
广州白云山医药集团股份有限公司,BAI,BAI1707,410a15830000004b
中国海洋石油有限公司,CNC,CNC1707,410a15830000004c
华能国际电力股份有限公司,HNP,HNP1707,410a15830000004d
中国建设银行股份有限公司,CCB,CCB1707,410a15830000004e
中国移动有限公司,CHT,CHT1707,410a15830000004f
中国工商银行股份有限公司,ICB,ICB1707,410a158300000050
中国交通建设股份有限公司,CCC,CCC1707,410a158300000051
富智康集团有限公司,FIH,FIH1707,410a158300000052
中国平安保险(集团)股份有限公司,PAI,PAI1707,410a158300000053
中国人民财产保险股份有限公司,PIC,PIC1707,410a158300000054
中银香港(控股)有限公司,BOC,BOC1707,410a158300000055
中国铝业股份有限公司,ALC,ALC1707,410a158300000056
中国人寿保险股份有限公司,CLI,CLI1707,410a158300000057
交通银行股份有限公司,BCM,BCM1707,410a158300000058
招商银行股份有限公司,CMB,CMB1707,410a158300000059
中国银行股份有限公司,BCL,BCL1707,410a15830000005a
美元兑人民币（香港期货）,CUS,CUS1707,410a15830000005b
欧元兑人民币（香港）期货,CEU,CEU1707,410a15830000005c
日圆对人民币（香港）期货,CJP,CJP1707,410a15830000005d
澳元兑人民币（香港）期货,CAU,CAU1707,410a15830000005e
人民币（香港）兑美元期货,UCN,UCN1707,410a15830000005f
一个月港元利率期货,HB1,HB11707,410a158300000060
三个月港元利率期货,HB3,HB31707,410a158300000061
恒生指数期货,HIS,HIS1708,410a158400000001
H股指数期货,HHI,HHI1708,410a158400000002
小型恒生指数期货,MHI,MHI1708,410a158400000003
恒生股息期货,DHS,DHS1708,410a158400000004
恒生国企股息期货,DHH,DHH1708,410a158400000005
恒指波幅指数期货,VHS,VHS1708,410a158400000006
中华交易服务中国120指数期货,CHH,CHH1708,410a158400000007
IBOVESPA期货,IBOVESPA,IBOVESPA1708,410a158400000008
MICEX指数期货,MICEX,MICEX1708,410a158400000009
S&PBSESENSEX指数期货,S&PBSESENSEX,S&PBSESENSEX1708,410a15840000000a
FTSE/JSETop40期货,FTSE/JSETop40,FTSE/JSETop401708,410a15840000000b
中华交易服务博彩业指数期货,GTI,GTI1708,410a15840000000c
恒生中国内地石油及天然气指数期货,MOI,MOI1708,410a15840000000d
恒生中国内地银行指数期货,MBI,MBI1708,410a15840000000e
恒生中国内地医疗保健指数期货,MCI,MCI1708,410a15840000000f
恒生中国内地地产指数期货,MPI,MPI1708,410a158400000010
恒生软件服务指数期货,SSI,SSI1708,410a158400000011
保利置业集团有限公司,POL,POL1708,410a158400000012
SOHO中国有限公司,SOH,SOH1708,410a158400000013
国美电器,GOM,GOM1708,410a158400000014
复星国际有限公司,FOS,FOS1708,410a158400000015
腾讯控股有限公司,TCH,TCH1708,410a158400000016
神州数码控股有限公司,DIG,DIG1708,410a158400000017
中信银行股份有限公司,CTB,CTB1708,410a158400000018
中国南方航空股份有限公司,SOA,SOA1708,410a158400000019
阿里巴巴影业集团有限公司,ALI,ALI1708,410a15840000001a
中国神华能源股份有限公司,CSE,CSE1708,410a15840000001b
兖州煤业股份有限公司,YZC,YZC1708,410a15840000001c
中国农业银行股份有限公司,ABC,ABC1708,410a15840000001d
新华人寿保险股份有限公司,NCL,NCL1708,410a15840000001e
中国信达资产管理股份有限公司,CDA,CDA1708,410a15840000001f
中国宏桥集团有限公司,CHQ,CHQ1708,410a158400000020
华南城控股有限公司,CTY,CTY1708,410a158400000021
中国中车股份有限公司,CRR,CRR1708,410a158400000022
中国广核电力股份有限公司,CGN,CGN1708,410a158400000023
中国中煤能源股份有限公司,CCE,CCE1708,410a158400000024
融创中国控股有限公司,SUN,SUN1708,410a158400000025
中国民生银行股份有限公司,MSB,MSB1708,410a158400000026
广州汽车集团股份有限公司,GAC,GAC1708,410a158400000027
长城汽车股份有限公司,GWM,GWM1708,410a158400000028
中国航空科技工业股份有限公司,AVI,AVI1708,410a158400000029
CSOP富时中国A50 ETF,CSA,CSA1708,410a15840000002a
iShares 安硕富时 A50 中国指數ETF,A50,A501708,410a15840000002b
中海油田服务股份有限公司,CHO,CHO1708,410a15840000002c
紫金矿业集团股份有限公司,ZJM,ZJM1708,410a15840000002d
华夏沪深300指数ETF,AMC,AMC1708,410a15840000002e
恒大地产集团有限公司,EVG,EVG1708,410a15840000002f
金山软件有限公司,KSO,KSO1708,410a158400000030
中信证券股份有限公司,CTS,CTS1708,410a158400000031
海通证券股份有限公司,HAI,HAI1708,410a158400000032
中国辉山乳业控股有限公司,HUD,HUD1708,410a158400000033
华泰证券股份有限公司,HTS,HTS1708,410a158400000034
长江和记实业有限公司,CKH,CKH1708,410a158400000035
中电控股有限公司,CLP,CLP1708,410a158400000036
香港中华煤气有限公司,HKG,HKG1708,410a158400000037
九龙仓集团有限公司,WHL,WHL1708,410a158400000038
汇丰控股有限公司,HKB,HKB1708,410a158400000039
电能实业有限公司,HEH,HEH1708,410a15840000003a
恒生银行有限公司,HSB,HSB1708,410a15840000003b
恒基兆业地产有限公司,HLD,HLD1708,410a15840000003c
新鸿基地产发展有限公司,SHK,SHK1708,410a15840000003d
新世界发展有限公司,NWD,NWD1708,410a15840000003e
太古股份有限公司'A',SWA,SWA1708,410a15840000003f
东亚银行有限公司,BEA,BEA1708,410a158400000040
香港铁路有限公司,MTR,MTR1708,410a158400000041
中国中信股份有限公司,CIT,CIT1708,410a158400000042
国泰航空有限公司,CPA,CPA1708,410a158400000043
思捷环球控股有限公司,ESP,ESP1708,410a158400000044
中国石油化工股份有限公司,CPC,CPC1708,410a158400000045
香港交易及结算所有限公司,HEX,HEX1708,410a158400000046
利丰有限公司,LIF,LIF1708,410a158400000047
中国电信股份有限公司,CTC,CTC1708,410a158400000048
中国联合网络通信（香港）股份有限公司,CHU,CHU1708,410a158400000049
中国石油天然气股份有限公司,PEC,PEC1708,410a15840000004a
广州白云山医药集团股份有限公司,BAI,BAI1708,410a15840000004b
中国海洋石油有限公司,CNC,CNC1708,410a15840000004c
华能国际电力股份有限公司,HNP,HNP1708,410a15840000004d
中国建设银行股份有限公司,CCB,CCB1708,410a15840000004e
中国移动有限公司,CHT,CHT1708,410a15840000004f
中国工商银行股份有限公司,ICB,ICB1708,410a158400000050
中国交通建设股份有限公司,CCC,CCC1708,410a158400000051
富智康集团有限公司,FIH,FIH1708,410a158400000052
中国平安保险(集团)股份有限公司,PAI,PAI1708,410a158400000053
中国人民财产保险股份有限公司,PIC,PIC1708,410a158400000054
中银香港(控股)有限公司,BOC,BOC1708,410a158400000055
中国铝业股份有限公司,ALC,ALC1708,410a158400000056
中国人寿保险股份有限公司,CLI,CLI1708,410a158400000057
交通银行股份有限公司,BCM,BCM1708,410a158400000058
招商银行股份有限公司,CMB,CMB1708,410a158400000059
中国银行股份有限公司,BCL,BCL1708,410a15840000005a
美元兑人民币（香港期货）,CUS,CUS1708,410a15840000005b
欧元兑人民币（香港）期货,CEU,CEU1708,410a15840000005c
日圆对人民币（香港）期货,CJP,CJP1708,410a15840000005d
澳元兑人民币（香港）期货,CAU,CAU1708,410a15840000005e
人民币（香港）兑美元期货,UCN,UCN1708,410a15840000005f
一个月港元利率期货,HB1,HB11708,410a158400000060
三个月港元利率期货,HB3,HB31708,410a158400000061
