uk,股票代码,uk(16进制)
300097.SZ,智云股份,4011100000002a53
300098.SZ,高新兴,401110000000286c
300099.SZ,尤洛卡,4011100000002a6f
300100.SZ,双林股份,4011100000002b24
300101.SZ,振芯科技,40111000000029cd
300102.SZ,乾照光电,4011100000002b41
300103.SZ,达刚路机,4011100000002b40
300104.SZ,乐视网,4011100000002b80
300105.SZ,龙源技术,4011100000002928
300106.SZ,西部牧业,4011100000002bcf
300107.SZ,建新股份,4011100000002bba
300108.SZ,双龙股份,4011100000002bf2
300109.SZ,新开源,4011100000002be7
300110.SZ,华仁药业,4011100000002b81
300111.SZ,向日葵,4011100000002be8
300112.SZ,万讯自控,4011100000002bd4
300113.SZ,顺网科技,4011100000002bd2
300114.SZ,中航电测,4011100000002bd3
300115.SZ,长盈精密,4011100000002bf1
300116.SZ,坚瑞消防,4011100000002be6
300117.SZ,嘉寓股份,4011100000002bea
300118.SZ,东方日升,4011100000002bdf
300119.SZ,瑞普生物,4011100000002c71
300120.SZ,经纬电材,4011100000002c33
300121.SZ,阳谷华泰,4011100000002c70
300122.SZ,智飞生物,4011100000002cab
300123.SZ,太阳鸟,4011100000002caa
300124.SZ,汇川技术,4011100000002a82
300125.SZ,易世达,4011100000002c80
300126.SZ,锐奇股份,4011100000002b65
300127.SZ,银河磁体,4011100000002cee
300128.SZ,锦富新材,4011100000002c34
300129.SZ,泰胜风能,4011100000002bde
300130.SZ,新国都,4011100000002d34
300131.SZ,英唐智控,4011100000002d5e
300132.SZ,青松股份,4011100000002d69
300133.SZ,华策影视,4011100000002bdd
300134.SZ,大富科技,4011100000002d33
300135.SZ,宝利国际,4011100000002d35
300136.SZ,信维通信,4011100000002d98
300137.SZ,先河环保,4011100000002d68
300138.SZ,晨光生物,4011100000002d97
300139.SZ,晓程科技,4011100000002564
300140.SZ,启源装备,4011100000002dee
300141.SZ,和顺电气,4011100000002ded
300142.SZ,沃森生物,4011100000002db1
300143.SZ,星河生物,4011100000002e2d
300144.SZ,宋城演艺,4011100000002e2c
300145.SZ,南方泵业,4011100000002e74
300146.SZ,汤臣倍健,4011100000002ebc
300147.SZ,香雪制药,4011100000002f04
300148.SZ,天舟文化,4011100000002e75
300149.SZ,量子高科,4011100000002ebd
300150.SZ,世纪瑞尔,4011100000000fbf
300151.SZ,昌红科技,4011100000002eee
300152.SZ,科融环境,4011100000002ab5
300153.SZ,科泰电源,4011100000002f05
300154.SZ,瑞凌股份,4011100000002e06
300155.SZ,安居宝,4011100000002eed
300156.SZ,神雾环保,4011100000002bf0
300157.SZ,恒泰艾普,4011100000002ead
300158.SZ,振东制药,4011100000002e83
300159.SZ,新研股份,4011100000002f5f
300160.SZ,秀强股份,4011100000002f6e
300161.SZ,华中数控,4011100000002f2d
300162.SZ,雷曼股份,4011100000002f2c
300163.SZ,先锋新材,4011100000002f6d
300164.SZ,通源石油,4011100000002f6c
300165.SZ,天瑞仪器,4011100000002f60
300166.SZ,东方国信,4011100000002f94
300167.SZ,迪威视讯,4011100000002f95
300168.SZ,万达信息,4011100000002e82
300169.SZ,天晟新材,4011100000002f2b
300170.SZ,汉得信息,4011100000002f91
300171.SZ,东富龙,4011100000002fa5
300172.SZ,中电环保,4011100000002fa4
300173.SZ,智慧松德,4011100000002b82
300174.SZ,元力股份,4011100000002f93
300175.SZ,朗源股份,4011100000002fa7
300176.SZ,鸿特精密,4011100000002fdb
300177.SZ,中海达,4011100000002fd9
300178.SZ,腾邦国际,4011100000002fda
300179.SZ,四方达,4011100000002a52
300180.SZ,华峰超纤,4011100000002fa8
300181.SZ,佐力药业,4011100000002fe8
300182.SZ,捷成股份,4011100000003012
300183.SZ,东软载波,4011100000003001
300184.SZ,力源信息,4011100000003011
300185.SZ,通裕重工,4011100000003085
300187.SZ,永清环保,4011100000003083
300188.SZ,美亚柏科,4011100000003077
300189.SZ,神农基因,4011100000003128
300190.SZ,维尔利,40111000000030b6
300191.SZ,潜能恒信,4011100000002f5e
300192.SZ,科斯伍德,4011100000003127
300193.SZ,佳士科技,4011100000003000
300194.SZ,福安药业,4011100000002fa6
300195.SZ,长荣股份,4011100000003078
300196.SZ,长海股份,4011100000003082
300197.SZ,铁汉生态,4011100000003002
300198.SZ,纳川股份,4011100000003076
300199.SZ,翰宇药业,401110000000314a
300200.SZ,高盟新材,401110000000314b
300201.SZ,海伦哲,40111000000031f1
300202.SZ,聚龙股份,401110000000325e
300203.SZ,聚光科技,4011100000003045
300204.SZ,舒泰神,4011100000003145
300205.SZ,天喻信息,4011100000003074
300206.SZ,理邦仪器,401110000000325f
300207.SZ,欣旺达,40111000000032ac
300208.SZ,恒顺众昇,401110000000326f
300209.SZ,天泽信息,4011100000003270
300210.SZ,森远股份,401110000000326e
300211.SZ,亿通科技,4011100000003126
300212.SZ,易华录,40111000000032b5
300213.SZ,佳讯飞鸿,40111000000018c2
300214.SZ,日科化学,4011100000003146
300215.SZ,电科院,4011100000003397
300216.SZ,千山药机,4011100000002fff
300217.SZ,东方电热,40111000000033aa
300218.SZ,安利股份,40111000000032fb
300219.SZ,鸿利光电,4011100000003399
300220.SZ,金运激光,4011100000003075
300221.SZ,银禧科技,40111000000033ae
300222.SZ,科大智能,40111000000033a9
300223.SZ,北京君正,4011100000002f61
300224.SZ,正海磁材,40111000000033e5
300225.SZ,金力泰,4011100000003396
300226.SZ,上海钢联,40111000000033ec
300227.SZ,光韵达,40111000000033e4
300228.SZ,富瑞特装,40111000000033e6
300229.SZ,拓尔思,4011100000003053
300230.SZ,永利股份,4011100000003418
300231.SZ,银信科技,40111000000033e2
300232.SZ,洲明科技,4011100000003419
300233.SZ,金城医药,4011100000003437
300234.SZ,开尔新材,401110000000341a
300235.SZ,方直科技,40111000000029c3
300236.SZ,上海新阳,4011100000003439
300237.SZ,美晨科技,401110000000343a
300238.SZ,冠昊生物,40111000000029cb
300239.SZ,东宝生物,40111000000034e5
300240.SZ,飞力达,40111000000033ed
300241.SZ,瑞丰光电,401110000000355d
300242.SZ,明家联合,401110000000355b
300243.SZ,瑞丰高材,40111000000035a4
300244.SZ,迪安诊断,40111000000035ae
300245.SZ,天玑科技,4011100000002afc
300246.SZ,宝莱特,4011100000003609
300247.SZ,乐金健康,40111000000025e5
300248.SZ,新开普,4011100000003605
300249.SZ,依米康,40111000000033eb
300250.SZ,初灵信息,4011100000003608
300251.SZ,光线传媒,401110000000363c
300252.SZ,金信诺,40111000000036a6
300253.SZ,卫宁健康,4011100000002a7e
300254.SZ,仟源医药,4011100000003677
300255.SZ,常山药业,4011100000003682
300256.SZ,星星科技,4011100000003678
300257.SZ,开山股份,4011100000003398
300258.SZ,精锻科技,401110000000355c
300259.SZ,新天科技,40111000000036e0
300260.SZ,新莱应材,40111000000036a5
300261.SZ,雅本化学,4011100000003732
300262.SZ,巴安水务,401110000000375b
300263.SZ,隆华节能,4011100000003750
300264.SZ,佳创视讯,4011100000002710
300265.SZ,通光线缆,40111000000036d8
300266.SZ,兴源环境,4011100000003790
300267.SZ,尔康制药,40111000000036df
300268.SZ,万福生科,401110000000374f
300269.SZ,联建光电,4011100000003730
300270.SZ,中威电子,401110000000375c
300271.SZ,华宇软件,40111000000011e5
300272.SZ,开能环保,4011100000002a1a
300273.SZ,和佳股份,4011100000003731
300274.SZ,阳光电源,40111000000038a4
300275.SZ,梅安森,40111000000038dd
300276.SZ,三丰智能,40111000000039be
300277.SZ,海联讯,40111000000026fd
300278.SZ,华昌达,4011100000003999
300279.SZ,和晶科技,4011100000003a46
300280.SZ,南通锻压,40111000000039bf
300281.SZ,金明精机,4011100000003a6a
300282.SZ,汇冠股份,401110000000325d
300283.SZ,温州宏丰,40111000000038dc
300284.SZ,苏交科,4011100000003719
300285.SZ,国瓷材料,4011100000003a69
300286.SZ,安科瑞,4011100000003a99
300287.SZ,飞利信,4011100000003b10
300288.SZ,朗玛信息,4011100000003aa5
300289.SZ,利德曼,4011100000003d4b
300290.SZ,荣科科技,4011100000003b11
300291.SZ,华录百纳,4011100000003d75
300292.SZ,吴通控股,4011100000003db7
300293.SZ,蓝英装备,40111000000039eb
300294.SZ,博雅生物,4011100000003751
300295.SZ,三六五网,4011100000003a9a
300296.SZ,利亚德,4011100000003e41
300297.SZ,蓝盾股份,4011100000003da8
300298.SZ,三诺生物,4011100000003ba8
300299.SZ,富春通信,4011100000003f37
300300.SZ,汉鼎股份,4011100000003eaf
300301.SZ,长方集团,4011100000003e40
300302.SZ,同有科技,4011100000003f20
300303.SZ,聚飞光电,40111000000036ec
300304.SZ,云意电气,4011100000003e70
300305.SZ,裕兴股份,4011100000002bbb
300306.SZ,远方光电,4011100000003e72
300307.SZ,慈星股份,4011100000003e23
300308.SZ,中际装备,4011100000003f21
300309.SZ,吉艾科技,4011100000003e3f
300310.SZ,宜通世纪,4011100000003e22
300311.SZ,任子行,4011100000003ef9
300312.SZ,邦讯技术,4011100000003f2d
300313.SZ,天山生物,4011100000003ee4
300314.SZ,戴维医疗,4011100000003ee5
300315.SZ,掌趣科技,4011100000003f2f
300316.SZ,晶盛机电,4011100000003ff7
300317.SZ,珈伟股份,4011100000003f2c
300318.SZ,博晖创新,401110000000144e
300319.SZ,麦捷科技,4011100000003ff8
300320.SZ,海达股份,4011100000003ee3
300321.SZ,同大股份,4011100000002ada
300322.SZ,硕贝德,4011100000004074
300323.SZ,华灿光电,4011100000004107
300324.SZ,旋极信息,4011100000003adb
300325.SZ,德威新材,4011100000002e2e
300326.SZ,凯利泰,4011100000003e8b
300327.SZ,中颖电子,4011100000003ef5
300328.SZ,宜安科技,40111000000040d4
300329.SZ,海伦钢琴,4011100000002d38
300330.SZ,华虹计通,4011100000003f23
300331.SZ,苏大维格,4011100000002e07
300332.SZ,天壕环境,40111000000040d3
300333.SZ,兆日科技,4011100000004078
300334.SZ,津膜科技,401110000000408f
300335.SZ,迪森股份,401110000000410b
300336.SZ,新文化,401110000000407f
300337.SZ,银邦股份,40111000000040c3
300338.SZ,开元仪器,40111000000040b9
300339.SZ,润和软件,4011100000004076
300340.SZ,科恒股份,4011100000003044
300341.SZ,麦迪电气,4011100000004119
300342.SZ,天银机电,4011100000004068
300343.SZ,联创股份,4011100000004169
300344.SZ,太空板业,40111000000040e8
300345.SZ,红宇新材,4011100000003084
300346.SZ,南大光电,401110000000414c
300347.SZ,泰格医药,4011100000004112
300348.SZ,长亮科技,40111000000040b7
300349.SZ,金卡股份,40111000000040d5
300350.SZ,华鹏飞,4011100000003ae4
300351.SZ,永贵电器,4011100000004445
300352.SZ,北信源,401110000000423e
300353.SZ,东土科技,4011100000001ee1
300354.SZ,东华测试,4011100000004357
300355.SZ,蒙草抗旱,4011100000004447
300356.SZ,光一科技,40111000000042a7
300357.SZ,我武生物,40111000000044bb
300358.SZ,楚天科技,4011100000003e21
300359.SZ,全通教育,4011100000004878
300360.SZ,炬华科技,40111000000044ba
300362.SZ,天翔环境,401110000000414d
300363.SZ,博腾股份,40111000000044f7
300364.SZ,中文在线,4011100000008b3b
300365.SZ,恒华科技,401110000000481a
300366.SZ,创意信息,40111000000031f2
300367.SZ,东方网力,4011100000004358
300368.SZ,汇金股份,4011100000004462
300369.SZ,绿盟科技,40111000000042c4
300370.SZ,安控科技,4011100000001c4d
300371.SZ,汇中股份,40111000000041f7
300372.SZ,欣泰电气,40111000000032b4
300373.SZ,扬杰科技,40111000000044f8
300374.SZ,恒通科技,4011100000008812
300375.SZ,鹏翎股份,4011100000003125
300376.SZ,易事特,401110000000476d
300377.SZ,赢时胜,4011100000004556
300378.SZ,鼎捷软件,4011100000004942
300379.SZ,东方通,4011100000004877
300380.SZ,安硕信息,40111000000047fa
300381.SZ,溢多利,40111000000033ee
300382.SZ,斯莱克,4011100000004250
300383.SZ,光环新网,401110000000417c
300384.SZ,三联虹普,40111000000087b4
300385.SZ,雪浪环境,401110000000459d
300386.SZ,飞天诚信,40111000000048f5
300387.SZ,富邦股份,4011100000004941
300388.SZ,国祯环保,4011100000004400
300389.SZ,艾比森,40111000000041f8
300390.SZ,天华超净,401110000000497f
300391.SZ,康跃科技,4011100000004557
300392.SZ,腾信股份,4011100000008921
300393.SZ,中来股份,4011100000008661
300394.SZ,天孚通信,4011100000008f29
300395.SZ,菲利华,4011100000008ab7
300396.SZ,迪瑞医疗,4011100000004463
300397.SZ,天和防务,40111000000040b6
300398.SZ,飞凯材料,401110000000878f
300399.SZ,京天利,4011100000004879
300400.SZ,劲拓股份,4011100000004077
300401.SZ,花园生物,4011100000002d5d
300402.SZ,宝色股份,40111000000032fa
300403.SZ,地尔汉宇,4011100000004464
300404.SZ,博济医药,4011100000008ba5
300405.SZ,科隆精化,4011100000004921
300406.SZ,九强生物,40111000000087bb
300407.SZ,凯发电气,4011100000008818
300408.SZ,三环集团,4011100000008f69
300409.SZ,道氏技术,4011100000008722
300410.SZ,正业科技,4011100000008a94
300411.SZ,金盾股份,40111000000086a2
300412.SZ,迦南科技,4011100000008d53
300413.SZ,快乐购,4011100000008f66
300414.SZ,中光防雷,4011100000008a2a
300415.SZ,伊之密,4011100000008724
300416.SZ,苏试试验,4011100000008c01
300417.SZ,南华仪器,4011100000008726
300418.SZ,昆仑万维,4011100000008813
300419.SZ,浩丰科技,401110000000476f
300420.SZ,五洋科技,4011100000008b1f
300421.SZ,力星股份,4011100000008663
300422.SZ,博世科,4011100000008ccf
300423.SZ,鲁亿通,4011100000008c04
300424.SZ,航新科技,401110000000884c
300425.SZ,环能科技,4011100000008a2b
300426.SZ,唐德影视,4011100000008e7a
300427.SZ,红相电力,4011100000008ef2
300428.SZ,四通新材,4011100000008e38
300429.SZ,强力新材,4011100000008815
300430.SZ,诚益通,4011100000008665
300431.SZ,暴风科技,4011100000008c06
300432.SZ,富临精工,40111000000088cb
300433.SZ,蓝思科技,4011100000008922
300434.SZ,金石东方,4011100000008e82
300435.SZ,中泰股份,4011100000008618
300436.SZ,广生堂,40111000000086a5
300437.SZ,清水源,4011100000008721
300438.SZ,鹏辉能源,4011100000008664
300439.SZ,美康生物,4011100000008eac
300440.SZ,运达科技,4011100000008816
300441.SZ,鲍斯股份,40111000000087c8
300442.SZ,普丽盛,4011100000008baa
300443.SZ,金雷风电,401110000000878e
300444.SZ,双杰电气,4011100000001ef0
300445.SZ,康斯特,4011100000001e56
300446.SZ,乐凯新材,4011100000008ed6
300447.SZ,全信股份,4011100000008b1e
300448.SZ,浩云科技,40111000000087cc
300449.SZ,汉邦高科,401110000000878d
300450.SZ,先导智能,4011100000008ed0
300451.SZ,创业软件,4011100000008f21
300452.SZ,山河药辅,4011100000008727
300453.SZ,三鑫医疗,4011100000008a6b
300455.SZ,康拓红外,401110000000878b
300456.SZ,耐威科技,4011100000008bcf
300457.SZ,赢合科技,4011100000008f1e
300458.SZ,全志科技,4011100000008f65
300459.SZ,浙江金科,4011100000008f1b
300460.SZ,惠伦晶体,4011100000008a2c
300461.SZ,田中精机,4011100000008c00
300462.SZ,华铭智能,4011100000008923
300463.SZ,迈克生物,4011100000008788
300464.SZ,星徽精密,401110000000884b
300465.SZ,高伟达,401110000000884d
300466.SZ,赛摩电气,401110000000883a
300467.SZ,迅游科技,4011100000008723
300468.SZ,四方精创,4011100000008c02
300469.SZ,信息发展,401110000000883b
300470.SZ,日机密封,40111000000089e9
300471.SZ,厚普股份,4011100000008890
300472.SZ,新元科技,4011100000008891
300473.SZ,德尔股份,4011100000008c2b
300474.SZ,景嘉微,4011100000008c2d
300475.SZ,聚隆科技,4011100000008666
300476.SZ,胜宏科技,4011100000008610
300477.SZ,合纵科技,4011100000001831
300478.SZ,杭州高新,401110000000888f
300479.SZ,神思电子,4011100000008849
300480.SZ,光力科技,4011100000008888
300481.SZ,濮阳惠成,4011100000008f67
300482.SZ,万孚生物,4011100000008c51
300483.SZ,沃施股份,4011100000003d4d
300484.SZ,蓝海华腾,40111000000088ca
300485.SZ,赛升药业,4011100000008ba3
300486.SZ,东杰智能,401110000000888b
300487.SZ,蓝晓科技,4011100000008f1c
300488.SZ,恒锋工具,4011100000008e84
300489.SZ,中飞股份,401110000000888e
300490.SZ,华自科技,401110000000888c
300491.SZ,通合科技,4011100000008620
300492.SZ,山鼎设计,4011100000008848
300493.SZ,润欣科技,4011100000008ef4
300494.SZ,盛天网络,401110000000888d
300495.SZ,美尚生态,401110000000884a
300496.SZ,中科创达,40111000000088c4
300497.SZ,富祥股份,4011100000008c52
300498.SZ,温氏股份,401110000000e9b2
300499.SZ,高澜股份,4011100000008cd4
300500.SZ,苏州设计,401110000000897a
300501.SZ,海顺新材,401110000000871f
300502.SZ,新易盛,4011100000008ed3
300503.SZ,昊志机电,4011100000008cff
300505.SZ,川金诺,40111000000086a4
300506.SZ,名家汇,4011100000008a68
300507.SZ,苏奥传感,40111000000042b5
300508.SZ,维宏股份,4011100000008d52
300509.SZ,新美星,4011100000008cd3
300510.SZ,金冠电气,4011100000008b1c
300511.SZ,雪榕生物,40111000000087ca
300512.SZ,中亚股份,4011100000008924
300513.SZ,恒泰实达,40111000000087cb
300515.SZ,三德科技,4011100000008f31
300516.SZ,久之洋,4011100000008b20
300518.SZ,盛讯达,4011100000008a67
300519.SZ,新光药业,40111000000089e8
300520.SZ,科大国创,4011100000008b70
300521.SZ,爱司凯,4011100000008625
300522.SZ,世名科技,40111000000088c8
